Authors,Title,Link,Abstract,Author Keywords
"Mery D., Bowyer K.","Automatic facial attribute analysis via adaptive sparse representation of random patches","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84948121918&doi=10.1016%2fj.patrec.2015.05.005&partnerID=40&md5=206fe99c37f3c426fcb2fa606bc3ea2c","It is well known that some facial attributes -like soft biometric traits- can increase the performance of traditional biometric systems and help recognition based on human descriptions. In addition, other facial attributes, such as facial expressions, can be used in human-computer interfaces, image retrieval, talking heads and human emotion analysis. This paper addresses the problem of automated recognition of facial attributes by proposing a new general approach called Adaptive Sparse Representation of Random Patches (ASR+). The proposed method consists of two stages: in the learning stage, random patches are extracted from representative face images of each class (e.g., in gender recognition -a two-class problem-, images of females/males) in order to construct representative dictionaries. A stop list is used to remove very common words of the dictionaries. In the testing stage, random test patches of the query image are extracted, and for each non-stopped test patch a dictionary is built concatenating the 'best' representative dictionary of each class. Using this adapted dictionary, each non-stopped test patch is classified following the Sparse Representation Classification (SRC) methodology. Finally, the query image is classified by patch voting. Thus, our approach is able to learn a model for each recognition task dealing with a larger degree of variability in ambient lighting, pose, expression, occlusion, face size and distance from the camera. Experiments were carried out on eight face databases in order to recognize facial expression, gender, race, disguise and beard. Results show that ASR+ deals well with unconstrained conditions, outperforming various representative methods in the literature in many complex scenarios. © 2015 Elsevier B.V.","Expression recognition; Facial attribute analysis; Gender recognition; Race recognition; Soft biometrics; Sparse representations"
"Bellaaj M., Frikha Elleuch J., Sellami D., Khanfir Kallel I.","An Improved Iris Recognition System Based on Possibilistic Modeling","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84968736716&doi=10.1145%2f2837126.2837156&partnerID=40&md5=35a899943c2605caaa2569aec6a538c9","The biometric systems face variability, incompleteness and insufficiency in data, which affects the performance of the recognition system. In iris recognition systems, several conditions cause different types of degradations on iris data such as the poor quality of the acquired pictures, the iris region which can be partially occluded due to light spots, or by lenses, eyeglasses, hair or eyelids, and adverse illuminations or contrasts. All of these limitations are open problems in the iris recognition and affect the performance of iris localization, iris feature extraction or decision making process, and appear as imperfections in the extracted signature. This paper addresses the use of the uncertainty theory for modeling iris system imperfections. Several comparative experiments were conducted on three subsets, namely CASIA.Ver4: synthetic, thousand and interval iris databases. Experimental results show that our proposed system, based on the possibility theory, improves the iris recognition system in terms ROC, AUC, FAR, FRR and PIN, compared to other iris identification systems. © 2015 ACM.","imperfections; Iris recognition system; possibilistic matching; possibility theory; probability intervals"
"Zehngut N., Juefei-Xu F., Bardia R., Pal D.K., Bhagavatula C., Savvides M.","Investigating the feasibility of image-based nose biometrics","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84956643585&doi=10.1109%2fICIP.2015.7350853&partnerID=40&md5=285fcecca50e190f5780be7538971f50","The search for new biometrics is never ending. In this work, we investigate the use of image based nasal features as a biometric. In many real-world recognition scenarios, partial occlusions on the face leave the nose region visible (e.g. sunglasses). Face recognition systems often fail or perform poorly in such settings. Furthermore, the nose region naturally contain more invariance to expression than features extracted from other parts of the face. In this study, we extract discriminative nasal features using Kernel Class-Dependence Feature Analysis (KCFA) based on Optimal Trade-off Synthetic Discriminant Function (OTSDF) filters. We evaluate this technique on the FRGC ver2.0 database and the AR Face database, training and testing exclusively on nasal features and have compared the results to the full face recognition using KCFA features. We find that the between-subject dis-criminability in nasal features is comparable to that found in facial features. This shows that nose biometrics have a potential to support and boost biometric identification, that has largely been under utilized. Moreover, our extracted KCFA nose features have significantly outperformed the PittPatt face matcher which works with the original JPEG images on the AR facial occlusion database. This shows that nose biometrics can be used as a stand-alone biometric trait when the subjects are under occlusions. © 2015 IEEE.","Nose Biometrics"
"Wang Y., Tang Y.Y., Li L.","Robust Face Recognition via Minimum Error Entropy-Based Atomic Representation","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84959455957&doi=10.1109%2fTIP.2015.2492819&partnerID=40&md5=fccd2ebe3fb611e1797be1ebdc90d59c","Representation-based classifiers (RCs) have attracted considerable attention in face recognition in recent years. However, most existing RCs use the mean square error (MSE) criterion as the cost function, which relies on the Gaussianity assumption of the error distribution and is sensitive to non-Gaussian noise. This may severely degrade the performance of MSE-based RCs in recognizing facial images with random occlusion and corruption. In this paper, we present a minimum error entropy-based atomic representation (MEEAR) framework for face recognition. Unlike existing MSE-based RCs, our framework is based on the minimum error entropy criterion, which is not dependent on the error distribution and shown to be more robust to noise. In particular, MEEAR can produce discriminative representation vector by minimizing the atomic norm regularized Renyi's entropy of the reconstruction error. The optimality conditions are provided for general atomic representation model. As a general framework, MEEAR can also be used as a platform to develop new classifiers. Two effective MEE-based RCs are proposed by defining appropriate atomic sets. The experimental results on popular face databases show that MEEAR can improve both the recognition accuracy and the reconstructed results compared with the state-of-the-art MSE-based RCs. © 2015 IEEE.","Atomic representation; face recognition; information-theoretic learning; minimum error entropy"
"Feng Z.-H., Hu G., Kittler J., Christmas W., Wu X.-J.","Cascaded Collaborative Regression for Robust Facial Landmark Detection Trained Using a Mixture of Synthetic and Real Images with Dynamic Weighting","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84959505180&doi=10.1109%2fTIP.2015.2446944&partnerID=40&md5=1dfdeb4fa789a0fb33a805c1451e6157","A large amount of training data is usually crucial for successful supervised learning. However, the task of providing training samples is often time-consuming, involving a considerable amount of tedious manual work. In addition, the amount of training data available is often limited. As an alternative, in this paper, we discuss how best to augment the available data for the application of automatic facial landmark detection. We propose the use of a 3D morphable face model to generate synthesized faces for a regression-based detector training. Benefiting from the large synthetic training data, the learned detector is shown to exhibit a better capability to detect the landmarks of a face with pose variations. Furthermore, the synthesized training data set provides accurate and consistent landmarks automatically as compared to the landmarks annotated manually, especially for occluded facial parts. The synthetic data and real data are from different domains; hence the detector trained using only synthesized faces does not generalize well to real faces. To deal with this problem, we propose a cascaded collaborative regression algorithm, which generates a cascaded shape updater that has the ability to overcome the difficulties caused by pose variations, as well as achieving better accuracy when applied to real faces. The training is based on a mix of synthetic and real image data with the mixing controlled by a dynamic mixture weighting schedule. Initially, the training uses heavily the synthetic data, as this can model the gross variations between the various poses. As the training proceeds, progressively more of the natural images are incorporated, as these can model finer detail. To improve the performance of the proposed algorithm further, we designed a dynamic multi-scale local feature extraction method, which captures more informative local features for detector training. An extensive evaluation on both controlled and uncontrolled face data sets demonstrates the merit of the proposed algorithm. © 2015 IEEE.","3D morphable model; cascaded collaborative regression; dynamic multi-scale local feature extraction; Facial landmark detection"
"Emersic Z., Peer P.","Toolbox for ear biometric recognition evaluation","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84961732880&doi=10.1109%2fEUROCON.2015.7313758&partnerID=40&md5=39300b3d86a97d5cfda77831bc521cf8","Ears are not subjected to facial expressions like faces are and do not require closer inspection like fingerprints do. However, there is a problem of occlusion, different lightning conditions and angles. These properties mean that the final outcome depends heavily on the selected database and classification procedures used in the evaluation process. Moreover, the results metrics are often difficult to compare, different sections of evaluation procedure mask the important steps, and frameworks that are usually build on-the-fly take time to develop. With our toolbox we propose the solution to those problems enabling faster development in the field of ear biometric recognition. © 2015 IEEE.",
"Juefei-Xu F., Pal D.K., Singh K., Savvides M.","A preliminary investigation on the sensitivity of COTS face recognition systems to forensic analyst-style face processing for occlusions","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84942466585&doi=10.1109%2fCVPRW.2015.7301316&partnerID=40&md5=2d938b738b309836a137308b170c864d","Modern day law enforcement banks heavily on the use of commercial off-the-shelf (COTS) face recognition systems (FRS) as a tool for biometric evaluation and identification. However, in many real-world scenarios, when the face of an individual is occluded or degraded in some way, commercial recognition systems fail to accept the face for evaluation or simply return unusable matched faces. In these kinds of cases, forensic experts rely on image processing techniques and tools, to make the face fit to be processed by the commercial recognition systems (e.g. use partial face images from another subject to fill in the occluded parts of the face of interest, or have a tight crop around the face). In this study, we evaluate the sensitivity of commercial recognition systems to such forensic techniques. More specifically, we study the change in the rank-1 identification result that is caused by forensic processing of faces-of-interest that are unusable by the commercial recognition systems. Further, forensic processing of such faces is more of an art and it is extremely difficult to process faces consistently such that there is a predictable effect on the rank-n identification result. This study is meant to serve as an evaluation of the effect of a few forensic techniques intended to allow commercial recognition systems to process and match face images that were otherwise unusable. Our results indicate that COTS FRS can be sensitive to the subjectivity in facial part swapping and cropping, resulting in inconsistencies in the identification rankings and similarity scores. © 2015 IEEE.","Databases; Face; Face recognition; Forensics; Law enforcement; Probes; Sensitivity"
"Patil H., Kothari A., Bhurchandi K.","3-D face recognition: features, databases, algorithms and challenges","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84941419993&doi=10.1007%2fs10462-015-9431-0&partnerID=40&md5=c90b8821f623bcb40665d0010a316ef6","Face recognition is being widely accepted as a biometric technique because of its non-intrusive nature. Despite extensive research on 2-D face recognition, it suffers from poor recognition rate due to pose, illumination, expression, ageing, makeup variations and occlusions. In recent years, the research focus has shifted toward face recognition using 3-D facial surface and shape which represent more discriminating features by the virtue of increased dimensionality. This paper presents an extensive survey of recent 3-D face recognition techniques in terms of feature detection, classifiers as well as published algorithms that address expression and occlusion variation challenges followed by our critical comments on the published work. It also summarizes remarkable 3-D face databases and their features used for performance evaluation. Finally we suggest vital steps of a robust 3-D face recognition system based on the surveyed work and identify a few possible directions for research in this area. © 2015, Springer Science+Business Media Dordrecht.","3-D Face databases; 3-D faces; Biometrics; Classifiers; Face matching; Face recognition; Feature extraction"
"Ragashe M.U., Goswami M.M., Raghuwanshi M.M.","Approach towards real time face recognition in streaming video under partial occlusion","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84959097692&doi=10.1109%2fISCO.2015.7282394&partnerID=40&md5=356fb4751af63bbf6f0d38c9eb7cb57e","Security system basically relies on biometrics. which gain vital importance for implementing a security systems. Biometrics such as iris, fingerprints, face, etc. Among this biometrics face is most prominent and trust worthy for implementing security system. It plays a vital role in identification and verification in various security based system. Face recognition is widely considered as one of the most promising biometric techniques. It allows high recognition rates without being too intrusive. Generally face recognition is used for two primary tasks: 1. verification (one-to-one matching. 2. Identification (one-to-many matching): Many approaches has been presented to solve the problem of face recognition in still images but a very less work is carried on face recognition in streaming video under uncontrolled condition. This paper illustrates various issues on face recognition in streaming video under, partial occlusion. Occlusion refers to any hindrance in the view of face. Occlusion can be natural and artificial. Natural occlusion refers to the facade of the face image which is differ from original face image caused due to natural calamity or disasters. whereas artificial occlusion refers to the artificial blockage of intentionally covering the face image's view by artificial accessories like sunglasses, makeup, hair wrapping, hands, scarf's, etc. Further on the basis of face recognition approach in presence of partial occlusion a real-time system for recognizing faces in a video stream provided by a surveillance camera was implemented, having real-time face detection. © 2015 IEEE.","biometrics; detection; face recognition; partial occlusion; surveillance"
"Soldera J., Alberto Ramirez Behaine C., Scharcanski J.","Customized Orthogonal Locality Preserving Projections with Soft-Margin Maximization for Face Recognition","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84939240937&doi=10.1109%2fTIM.2015.2415012&partnerID=40&md5=5da1b2903ac0b5765bc29f54107f6a31","Face recognition still is a challenging task since face images may be affected by changes in the scene, such as in head pose, face expression, or illumination. In addition, face pattern representation often requires several dimensions, which poses additional challenges for face recognition. We propose a novel face recognition method based on projections of high-dimensional face image representations into lower dimensionality and highly discriminative spaces. This is achieved by a modified orthogonal locality preserving projection (OLPP) method that uses a customized locality definition scheme to preserve the face class structure in the lower dimensionality face feature space. The proposed method can work with sparse and dense face image representations (i.e., it can use subsets or all face image pixels) and tends to be robust to data outliers and noise. Besides, we introduce a sparse representation using interpolated landmarks, designed to preserve important details in high-resolution color face images (e.g., eyes), and compensate for uncertainties in landmark positioning during face image feature extraction. The face images are classified in this lower dimensionality feature space using a trained soft-margin support vector machine, so it performs better than the nearest neighbor rule used in the typical OLPP method. A set of experiments was designed to evaluate the proposed scheme under various conditions found in practice (such as changes in head pose, face expression, illumination, and in the presence of occlusion artifacts). The experimental results were obtained using five challenging public face databases (namely, Poznan University of Technology, Fundação Educacional Inaciana, Facial Recognition Technology, Yale, and Our Database of Faces). These experiments suggest that our sparse representation for high-resolution face color images, integrated to the proposed lower dimensionality feature space and classification scheme, tends to obtain higher accuracy values than those obtained using typical sparse and dense representations for the same face images in grayscale. To evaluate the generality of our lower dimensionality feature space and classification scheme, additional tests using full low-resolution grayscale face images were performed, as often used in face recognition (e.g., typical OLPP method). Our experiments suggest that the proposed approach can also provide higher accuracy values than comparable state-of-the-art methods available in the literature when using full low-resolution grayscale face images (i.e., dense representations). © 1963-2012 IEEE.","Biometrics; face recognition; pattern recognition; subspace methods; support vector machines (SVMs)."
"Voynichka I.V., Megherbi D.B.","Analysis of the effect of using non-composite multi-channel raw color images on face recognition accuracy with arbitrary large off-the-plane rotations","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84955451148&doi=10.1109%2fTHS.2015.7225314&partnerID=40&md5=6d7f78d7c7b8fa1dc9fd711502828ae1","The need for a solution capable of identifying individuals from a distance, possibly wearing a disguise and in a crowded and busy environment is steadily increasing in many homeland security applications. The use of face recognition techniques has unique advantages when compared to other biometric methodologies - face images can be obtained from a distance and without the cooperation of the subject. A recent example demonstrating the growing need for such solution are the videos released by some terrorist organizations where the suspect's face is occluded with only the eyes being visible. Research has yielded several state-of-the-art algorithms but their accuracy is greatly lowered in the presence of various factors. Face recogition with arbitrary large face off-the-plane rotation remains one very challenging and open research problem. In order to build better face recognition algorithms, it is important to identify and analyze what and how factors affect the accuracy of said algorithms so these methods can be improved and made more robust. In our previous work we presented how factors such as image registration, number and type of training templates and the presence of varying amount of partial face information that can be used to improve the performance of three very popular widely used face recognition algorithms. In this paper, we examine how using multi-channel color images instead of their one-channel grayscale/color composite improves face recognition accuracy in the challenging case when face arbitrary large off-the-plane rotation is present. We demonstrate the improvement to face recognition accuracy through the very popular and widely used Eigenface-based, Fisherface-based and Direct Correlation-based algorithms. Our findings and experimental results with the data, show that when using frontal-facing images as external test images with frontal-facing images as training set images, the additional information contained in the multi-channel color images does not improve the composite gray-scale face recogntition accuracy. However, in the case where the algorithms are trained using only images with slight or considerable off-the-plane rotation, and externally tested either on frontal-facing images or images with arbitrary off-the-plane rotation, the information provided by the multi-channel color images boosts the face recognition accuracy for all three recognition algorithms. © 2015 IEEE.","Biometrics; Computational Intelligence; Computer and Machine Vision; Correlation-based Face Recognition; Digital Image Processing; Eigenfaces; Face Recognition; Fisher-faces; Machine Learning"
"Matzner S., Heredia-Langner A., Amidan B., Boettcher E.J., Lochtefeld D., Webb T.","Standoff human identification using body shape","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84955447081&doi=10.1109%2fTHS.2015.7225300&partnerID=40&md5=b8a216da59755092d48e0c66a153fb7d","The ability to identify individuals is a key component of maintaining safety and security in public spaces and around critical infrastructure. Monitoring an open space is challenging because individuals must be identified and re-identified from a standoff distance non-intrusively, making methods like fingerprinting and even facial recognition impractical. We propose using body shape features as a means for identification from standoff sensing, either complementing other identifiers or as an alternative. An important challenge in monitoring open spaces is reconstructing identifying features when only a partial observation is available, because of the view-angle limitations and occlusion or subject pose changes. To address this challenge, we investigated the minimum number of features required for a high probability of correct identification, and we developed models for predicting a key body feature - height - from a limited set of observed features. We found that any set of nine randomly selected body measurements was sufficient to correctly identify an individual in a dataset of 4041 subjects. For predicting height, anthropometric measures were investigated for correlation with height. Their correlation coefficients and associated linear models were reported. These results - a sufficient number of features for identification and height prediction from a single feature - contribute to developing systems for standoff identification when views of a subject are limited. © 2015 IEEE.","anthropometrics; biometrics; feature selection"
"Kokila S., Yogameena B.","Face recognition based person specific identification for video surveillance applications","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84960953125&doi=10.1145%2f2791405.2791454&partnerID=40&md5=220049168d6bd169eacf38a02740927a","Face detection is an important aspect for applications like biometrics, video surveillance and human computer interaction. Videos provide abundant information and also that can be leveraged by temporal variations in pose, expression changes and occlusion. These challenging problems motivate to identify the specific person by face recognition for video surveillance applications. This paper presents face detection and recognition algorithm to identify/recognize the wanted person in a surveillance video. First, face detection is done by 'Viola-Jones' algorithm. Subsequently, the detected face has been cropped to recognize the specific person's face. For the cropped faces, clustering is applied to cluster the face parts. For the detected face parts HOG and LBP features are obtained. Existing approaches use Histogram of Oriented Gradients (HOG) and Local Binary Pattern (LBP) separately to recognize face in static images. The contribution of the work is to implement HOG and LBP for surveillance video and combine both the features to address the issues such as pose variations, illumination changes, expression changes and occlusion for face recognition. SVM classifier is used to classify the weak and strong features and strong features are used to recognize the person. The proposed algorithm has been tested on various datasets and its performance is found to be good in most cases. Experimental results show that the method of detection and recognition achieves very encouraging results with good accuracy and simple computations. © 2015 ACM.","Face detection; Person identification; Recognition; Surveillance; Video"
"Ismail A.I., Ali H.S., Farag F.A.","Efficient enhancement and matching for iris recognition using SURF","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84964059456&doi=10.1109%2fNSITNSW.2015.7176409&partnerID=40&md5=b4606d35ec6d0d577b334cd9077089d7","Iris recognition is gaining more attention and the development of the field is increasing rapidly. This paper presents a complete iris recognition system. The iris features are obtained using Speeded Up Robust Features (SURF) after enhancing the image using Contrast Limited Adaptive Histogram Equalization (CLAHE). A novel matching algorithm based on applying fusion rules at different levels is proposed. The algorithm has the advantage of reduced data storage and fast matching. It can also handle efficiently the problem of rotation, scaling, illumination variation and occlusions. The proposed algorithm is implemented and tested using CASIA (V4) database. The recognition accuracies obtained are 99% using left images and 99.5% using right images. Results show that fusion of right and left images scores increases the recognition accuracy. The recognition accuracies obtained after fusion are 99.5% and 100% using minimum and sum rules respectively. Moreover, the proposed algorithm has an excellent robustness with respect to increasing the number of subjects. © 2015 IEEE.","Contrast Limited Adaptive Histogram Equalization; Image Warping; Iris Recognition; Recognition Accuracy; Score Fusion; SURF"
"Yang H., He X., Jia X., Patras I.","Robust face alignment under occlusion via regional predictive power estimation","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84929468961&doi=10.1109%2fTIP.2015.2421438&partnerID=40&md5=f14e7491a5052379c3cef1740d889c30","Face alignment has been well studied in recent years, however, when a face alignment model is applied on facial images with heavy partial occlusion, the performance deteriorates significantly. In this paper, instead of training an occlusion-aware model with visibility annotation, we address this issue via a model adaptation scheme that uses the result of a local regression forest (RF) voting method. In the proposed scheme, the consistency of the votes of the local RF in each of several oversegmented regions is used to determine the reliability of predicting the location of the facial landmarks. The latter is what we call regional predictive power (RPP). Subsequently, we adapt a holistic voting method (cascaded pose regression based on random ferns) by putting weights on the votes of each fern according to the RPP of the regions used in the fern tests. The proposed method shows superior performance over existing face alignment models in the most challenging data sets (COFW and 300-W). Moreover, it can also estimate with high accuracy (72.4% overlap ratio) which image areas belong to the face or nonface objects, on the heavily occluded images of the COFW data set, without explicit occlusion modeling. © 2015 IEEE.","cascaded pose regression; Face alignment; model adaptation; occlusion; random forest"
"Zhang H., Patel V.M., Chellappa R.","Robust multimodal recognition via multitask multivariate low-rank representations","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84944909080&doi=10.1109%2fFG.2015.7163146&partnerID=40&md5=472e84f35a4f5fc4670067b264c541e9","We propose multi-task, multivariate low-rank representation-based methods for multimodal biometrics recognition. Our methods can be viewed as a generalized version of multivariate low-rank regression, where low-rank representation across all the modalities is imposed. One of our methods takes into account coupling information among different biometric modalities simultaneously by enforcing the common low-rank representation within each biometric's observations. We further modify our methods by including a background occlusion term that is assumed to be sparse. Alternating direction method of multipliers is proposed to solve the proposed optimization problems. Extensive experiments using face and touch gesture dataset show that our method compares favorably with other feature level fusion-based methods. © 2015 IEEE.",
"Li H., Huang D., Morvan J.-M., Wang Y., Chen L.","Towards 3D Face Recognition in the Real: A Registration-Free Approach Using Fine-Grained Matching of 3D Keypoint Descriptors","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84939949330&doi=10.1007%2fs11263-014-0785-6&partnerID=40&md5=e89019b8bd090159f9b7875702ccf3e6","Registration algorithms performed on point clouds or range images of face scans have been successfully used for automatic 3D face recognition under expression variations, but have rarely been investigated to solve pose changes and occlusions mainly since that the basic landmarks to initialize coarse alignment are not always available. Recently, local feature-based SIFT-like matching proves competent to handle all such variations without registration. In this paper, towards 3D face recognition for real-life biometric applications, we significantly extend the SIFT-like matching framework to mesh data and propose a novel approach using fine-grained matching of 3D keypoint descriptors. First, two principal curvature-based 3D keypoint detectors are provided, which can repeatedly identify complementary locations on a face scan where local curvatures are high. Then, a robust 3D local coordinate system is built at each keypoint, which allows extraction of pose-invariant features. Three keypoint descriptors, corresponding to three surface differential quantities, are designed, and their feature-level fusion is employed to comprehensively describe local shapes of detected keypoints. Finally, we propose a multi-task sparse representation based fine-grained matching algorithm, which accounts for the average reconstruction error of probe face descriptors sparsely represented by a large dictionary of gallery descriptors in identification. Our approach is evaluated on the Bosphorus database and achieves rank-one recognition rates of 96.56, 98.82, 91.14, and 99.21 % on the entire database, and the expression, pose, and occlusion subsets, respectively. To the best of our knowledge, these are the best results reported so far on this database. Additionally, good generalization ability is also exhibited by the experiments on the FRGC v2.0 database. © 2014, Springer Science+Business Media New York.","3D keypoint descriptors; Expression, pose and occlusion; Fine-grained matching; Registration-free 3D face recognition"
"Arigbabu O.A., Ahmad S.M.S., Adnan W.A.W., Yussof S.","Recent advances in facial soft biometrics","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84928707776&doi=10.1007%2fs00371-014-0990-x&partnerID=40&md5=f5b39204e664164ae689b2b330abba1e","Face as a biometric attribute has been extensively studied over the past few decades. Even though, satisfactory results are already achieved in controlled environments, the practicality of face recognition in realistic scenarios is still limited by several challenges, such as, expression, pose, occlusion, etc. Recently, the research direction is concentrating on the prospects of complementing face recognition systems with facial soft biometric traits. The ease of extracting facial soft biometrics under several varying conditions has mainly resulted in the ability of using the traits to, either improve the performance of traditional face recognition systems, or performing recognition solely based on many facial soft biometrics. This paper presents state-of-the-art techniques in facial soft biometrics research by describing the type of traits, feature extraction methods, and the application domains. It indicates the most recent and valuable results attained, while also highlighting some possible future scientific research directions to be investigated. © 2014, Springer-Verlag Berlin Heidelberg.","Face recognition; Image retrieval; Measured descriptor; Semantic descriptor; Soft biometrics"
"Monteiro J.C., Cardoso J.S.","A cognitively-motivated framework for partial face recognition in unconstrained scenarios","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84921465223&doi=10.3390%2fs150101903&partnerID=40&md5=32294adfd595b9b0355200a5deaddcdf","Humans perform and rely on face recognition routinely and effortlessly throughout their daily lives. Multiple works in recent years have sought to replicate this process in a robust and automatic way. However, it is known that the performance of face recognition algorithms is severely compromised in non-ideal image acquisition scenarios. In an attempt to deal with conditions, such as occlusion and heterogeneous illumination, we propose a new approach motivated by the global precedent hypothesis of the human brain’s cognitive mechanisms of perception. An automatic modeling of SIFT keypoint descriptors using a Gaussian mixture model (GMM)-based universal background model method is proposed. A decision is, then, made in an innovative hierarchical sense, with holistic information gaining precedence over a more detailed local analysis. The algorithm was tested on the ORL, ARand Extended Yale B Face databases and presented state-of-the-art performance for a variety of experimental setups. © 2015 by the authors; licensee MDPI, Basel, Switzerland.","Biometrics; Face recognition; Gaussian mixture models; Partial data; Universal background model"
"Ragashe M.U., Goswami M.M., Raghuwanshi M.M.","A face recognition technique for partial occluded faces in streaming video","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84942805096&partnerID=40&md5=8b8a9c2dd43244342715c9a859c18e92","Security system basically relies on biometrics. which gain vital importance for implementing a security systems. Biometrics such as iris, fingerprints, face, etc. Among this biometrics face is most prominent and trust worthy for implementing security system. It plays a vital role in identification and verification in various security based system.Face recognition is widely considered as one of the most promising biometric techniques. It allows high recognition rates without being too intrusive. Generally face recognition is used for two primary tasks:1.verification (one-to-one matching. 2.Identification (one-to-many matching): Many approaches has been presented to solve the problem of face recognition in still images but a very less work is carried on face recognition in streaming video under uncontrolled condition. While face detection seems a solved problem under general conditions, most state-of-the-art systems degrade rapidly when faces are partially occluded by other objects. This paper presents a solution to detect partially occluded faces by reasonably modifying the AdaBoost-based face detector. Our basic idea is that the weak classifiers in the AdaBoost-based face detector, each corresponding to a Haar-like feature, are inherently a patch-based model. Therefore, one can divide the whole face region into multiple patches, and map those weak classifiers to the patches. The weak classifiers belonging to each patch are re-formed to be a new classifier to determine if it is a valid face patch—without occlusion. Finally, we combine all of the valid face patches by assigning the patches with different weights to make the final decision whether the input sub-window is a face. The experimental results show that the proposed method is promising for the detection of occluded faces. © Research India Publications.","Biometrics; Detection; Partial occlusion; Patch; Surveillance; Terms—face recognition"
"Haghighat M., Abdel-Mottaleb M., Alhalabi W.","Computationally efficient statistical face model in the feature space","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84937924440&doi=10.1109%2fCIBIM.2014.7015453&partnerID=40&md5=948e99b0b8f7839fe315c0575279d33f","In this paper, we present a computationally efficient statistical face modeling approach. The efficiency of our proposed approach is the result of mathematical simplifications in the core formula of a previous face modeling method and the use of the singular value decomposition. In order to reduce the errors in our resulting models, we preprocess the facial images to normalize for pose and illumination and remove little occlusions. Then, the statistical face models for the enrolled subjects are obtained from the normalized face images. The effects of the variations in pose, facial expression, and illumination on the accuracy of the system are studied. Experimental results demonstrate the reduction in the computational complexity of the new approach and its efficacy in modeling the face images. © 2014 IEEE.",
"Cheney J., Klein B., Jain A.K., Klare B.F.","Unconstrained face detection: State of the art baseline and challenges","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84943271008&doi=10.1109%2fICB.2015.7139089&partnerID=40&md5=e255afa0abb309d53971e30994d39c43","A large scale study of the accuracy and efficiency of face detection algorithms on unconstrained face imagery is presented. Nine different face detection algorithms are studied, which are acquired through either government rights, open source, or commercial licensing. The primary data set utilized for analysis is the IAPRA Janus Benchmark A (IJB-A), a recently released unconstrained face detection and recognition dataset which, at the time of this study, contained 67,183 manually localized faces in 5,712 images and 20,408 video frames. The goal of the study is to determine the state of the art in face detection with respect to unconstrained imagery which is motivated by the saturation of recognition accuracies on seminal unconstrained face recognition datasets which are filtered to only contain faces detectable by a commodity face detection algorithm. The most notable finding from this study is that top performing detectors still fail to detect the vast majority of faces with extreme pose, partial occlusion, and/or poor illumination. In total, over 20% of faces fail to be detected by all nine detectors studied. The speed of the detectors was generally correlated with accuracy: faster detectors were less accurate than their slower counterparts. Finally, key considerations and guidance is provided for performing face detection evaluations. All software using these methods to conduct the evaluations and plot the accuracies are made available in the open source. © 2015 IEEE.",
"Uzair M., Mahmood A., Mian A., McDonald C.","Periocular region-based person identification in the visible, infrared and hyperspectral imagery","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84922537253&doi=10.1016%2fj.neucom.2014.07.049&partnerID=40&md5=b092bc01c64c2ccd1d0d4d99c17bacc0","Face recognition performance degrades significantly under occlusions that occur intentionally or unintentionally due to head gear or hair style. In many incidents captured by surveillance videos, the offenders cover their faces leaving only the periocular region visible. We present an extensive study on periocular region based person identification in video. While, previous techniques have handpicked a single best frame from videos, we formulate, for the first time, periocular region based person identification in video as an image-set classification problem. For thorough analysis, we perform experiments on periocular regions extracted automatically from RGB videos, NIR videos and hyperspectral image cubes. Each image-set is represented by four heterogeneous feature types and classified with six state-of-the-art image-set classification algorithms. We propose a novel two stage inverse Error Weighted Fusion algorithm for feature and classifier score fusion. The proposed two stage fusion is superior to single stage fusion. Comprehensive experiments were performed on four standard datasets, MBGC NIR and visible spectrum (Phillips et al., 2005), CMU Hyperspectral (Denes et al., 2002) and UBIPr (Padole and Proenca, 2012). We obtained average rank-1 recognition rates of 99.8, 98.5, 97.2, and 99.5% respectively which are significantly higher than the existing state of the art. Our results demonstrate the feasibility of image-set based periocular biometrics for real world applications. © 2014 Elsevier B.V.","Face and iris biometric; Hyperspectral face recognition; Image-set classification; Partial facial occlusion; Periocular biometric"
