Authors,Title,Year,Cited by,Link,Affiliations,Authors with affiliations,Abstract,Author Keywords,Index Keywords
"De Haan R., Narodytska N., Walsh T.","The RegularGcc matrix constraint",2012,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84871359478&doi=10.1007%2f978-3-642-35101-3_18&partnerID=40&md5=abe0c509968f7f3d844c262e9dc2753d","Technische Universität Wien, Austria; NICTA, University of NSW, Sydney, NSW, Australia","De Haan, R., Technische Universität Wien, Austria; Narodytska, N., NICTA, University of NSW, Sydney, NSW, Australia; Walsh, T., NICTA, University of NSW, Sydney, NSW, Australia","We study propagation of a global constraint that ensures that each row of a matrix of decision variables satisfies a Regular constraint, and each column satisfies a Gcc constraint. On the negative side, we prove that propagation is NP-hard even under some strong restrictions (e.g. just 2 values, just 4 states in the automaton, just 5 columns to the matrix, or restricting to limited classes of automata). We also prove that propagation is W[2]-hard when the problem is parameterized by the number of rows in the matrix. On the positive side, we identify several cases where propagation is fixed parameter tractable. © 2012 Springer-Verlag.",,"4-state; Decision variables; Global constraints; NP-hard; Parameterized; Artificial intelligence; Automata theory"
"Goel L., Gupta D., Panchal V.K., Abraham A.","Taxonomy of nature inspired computational intelligence: A remote sensing perspective",2012,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84873177076&doi=10.1109%2fNaBIC.2012.6402262&partnerID=40&md5=6eab4098c011e275743829400bb9f7c9","Department of Computer Engineering, Delhi Technological University (DTU), Delhi, India; Defense Terrain and Research Lab, Defense and Research Development Organization (DRDO), Delhi, India; Machine Intelligence Research Labs (MIR Labs), WA, United States; IT for Innovations, VSB, Technical University of Ostrava, Czech Republic","Goel, L., Department of Computer Engineering, Delhi Technological University (DTU), Delhi, India; Gupta, D., Department of Computer Engineering, Delhi Technological University (DTU), Delhi, India; Panchal, V.K., Defense Terrain and Research Lab, Defense and Research Development Organization (DRDO), Delhi, India; Abraham, A., Machine Intelligence Research Labs (MIR Labs), WA, United States, IT for Innovations, VSB, Technical University of Ostrava, Czech Republic","The concepts in geospatial sciences are generally vague, ambiguous and imprecise. Also, a combination of spectral, spatial and radiometric resolution of space-borne sensors presents a selective and incomplete look of the geospatial feature/object under its view from the space. Recently, the nature inspired computational intelligence (CI) techniques have emerged as an efficient mechanism to handle diverse uncertainty characteristics. This paper proposes that the human-mind model based computational intelligence techniques, the artificial immune system based computational intelligence techniques; the swarm intelligence based computational intelligence techniques and the emerging geo-sciences based intelligent techniques can be considered as the four pillars of nature inspired CI techniques and hence redefines and extends the taxonomy of nature inspired CI. Researchers have shown keen interest on the applications of natural computing in divergent domains. Scanty references are available on the applications of nature inspired computing in the area of remote sensing. We hence also propose the taxonomy of the most recent nature inspired CI techniques that have been adapted till date for geo-spatial feature extraction and analyze their performances. We also construct a technology timeline of these recent nature inspired CI techniques. © 2012 IEEE.","computational intelligence; geo-spatial feature extraction; Natural computation","Artificial Immune System; Computational intelligence techniques; Geo-spatial; Geospatial features; Geospatial science; Intelligent techniques; Model-based OPC; Natural computation; Natural Computing; Nature inspired computing; Radiometric resolution; Space-borne sensor; Swarm Intelligence; Technology Timeline; Feature extraction; Remote sensing; Space optics; Taxonomies; Artificial intelligence"
"Antsfeld L., Harabor D., Walsh T.","TRANSIT routing on video game maps",2012,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84883084529&partnerID=40&md5=c022ca0345a91db9fc70150d70c4a322","NICTA, UNSW, United States","Antsfeld, L., NICTA, UNSW, United States; Harabor, D., NICTA, UNSW, United States; Walsh, T., NICTA, UNSW, United States","TRANSIT (Bast, Funke, and Matijevic 2006) is a fast and optimal technique for computing shortest path costs in road networks. It is attractive for its usually modest memory requirements and impressive running times. In this paper we give a first analysis of TRANSIT routing on a set of popular grid-based video-game benchmarks taken from the AI pathfinding literature. We show that in the presence of path symmetries, which are inherent to most grids but normally not road networks, TRANSIT is strongly and negatively impacted, both in terms of performance and memory requirements. We address this problem by developing a new general symmetry breaking technique which adds small random ε- values to edges in the search graph, reducing the size of the TRANSIT network by up to 4 times while preserving optimality. Using our enhancements TRANSIT achieves up to four orders of magnitude speed improvement vs. A* search and uses in many cases only a small (≤ 10MB) or modest (≤ 50MB) amount of memory. We also compare TRANSIT with CPDs, a recent and very fast database-driven pathfinding approach. We find the algorithms have complementary strengths but also identify a class of problems for which TRANSIT is up to two orders of magnitude faster than CPDs using a comparable amount of memory. Copyright © 2012, Association for the Advancement of Artificial Intelligence.",,"Memory requirements; Orders of magnitude; Road network; Shortest path; Speed improvement; Symmetry-breaking; Transit networks; Transit routing; Artificial intelligence; Human computer interaction"
"An B., Shieh E., Yang R., Tambe M., Baldwin C., DiRenzo J., Maule B., Meyer G.","Protect - A deployed game-theoretic system for strategic security allocation for the United States coast guard",2012,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84876168545&partnerID=40&md5=0439a6193a950c718aa900103b9d4d10","Department of Computer Science, University of Southern California, United States; USCG Research and Development Center, United States; Operations Analysis Division, Coast Guard Atlantic Area Portsmouth, VA, United States; Management Division, U.S. Coast Guard Sector Boston, United States","An, B., Department of Computer Science, University of Southern California, United States; Shieh, E., Department of Computer Science, University of Southern California, United States; Yang, R., Department of Computer Science, University of Southern California, United States; Tambe, M., Department of Computer Science, University of Southern California, United States; Baldwin, C., USCG Research and Development Center, United States; DiRenzo, J., Operations Analysis Division, Coast Guard Atlantic Area Portsmouth, VA, United States; Maule, B., Operations Analysis Division, Coast Guard Atlantic Area Portsmouth, VA, United States; Meyer, G., Management Division, U.S. Coast Guard Sector Boston, United States","While three deployed applications of game theory for security have recently been reported, we as a community of agents and AI researchers remain in the early stages of these deployments; there is a continuing need to understand the core principles for innovative security applications of game theory. Toward that end, this article presents PROTECT, a game-theoretic system deployed by the United States Coast Guard (USCG) in the Port of Boston for scheduling its patrols. USCG has termed the deployment of PROTECT in Boston a success; PROTECT is currently being tested in the Port of New York, with the potential for nationwide deployment. PROTECT is premised on an attackerdefender Stackelberg game model and offers five key innovations. First, this system is a departure from the assumption of perfect adversary rationality noted in previous work, relying instead on a quantal response (QR) model of the adversary's behavior - to the best of our knowledge, this is the first real-world deployment of the QR model. Second, to improve PROTECT's efficiency, we generate a compact representation of the defender's strategy space, exploiting equivalence and dominance. Third, we show how to practically model a real maritime patrolling problem as a Stackelberg game. Fourth, our experimental results illustrate that PROTECT's QR model more robustly handles real-world uncertainties than a perfect rationality model. Finally, in evaluating PROTECT, this article for the first time provides real-world data: comparison of human-generated versus PROTECT security schedules, and results from an Adversarial Perspective Team's (human mock attackers) analysis. Copyright © 2012, Association for the Advancement of Artificial Intelligence.",,"Compact representation; Deployed applications; Game-theoretic; Quantal response; Security application; Stackelberg Games; Strategy space; United States Coast Guard; Artificial intelligence; Game theory"
"Wee C.Y., Yap P.T., Zhang D., Wang L., Shen D.","Constrained sparse functional connectivity networks for MCI classification.",2012,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84872932372&partnerID=40&md5=f183854743ebab479f7178380e3286b1","Department of Radiology and BRIC, University of North Carolina at Chapel Hill, NC, USA.","Wee, C.Y., Department of Radiology and BRIC, University of North Carolina at Chapel Hill, NC, USA.; Yap, P.T.; Zhang, D.; Wang, L.; Shen, D.","Mild cognitive impairment (MCI) is difficult to diagnose due to its subtlety. Recent emergence of advanced network analysis techniques utilizing resting-state functional Magnetic Resonance Imaging (rs-fMRI) has made the understanding of neurological disorders more comprehensively at a whole-brain connectivity level. However, inferring effective brain connectivity from fMRI data is a challenging task, particularly when the ultimate goal is to obtain good control-patient classification performance. Incorporating sparsity into connectivity modeling can potentially produce results that are biologically more meaningful since most biologically networks are formed by a relatively few number of connections. However, this constraint, when applied at an individual level, will degrade classification performance due to inter-subject variability. To address this problem, we consider a constrained sparse linear regression model associated with the least absolute shrinkage and selection operator (LASSO). Specifically, we introduced sparsity into brain connectivity via l1-norm penalization, and ensured consistent non-zero connections across subjects via l2-norm penalization. Our results demonstrate that the constrained sparse network gives better classification performance than the conventional correlation-based network, indicating its greater sensitivity to early stage brain pathologies.",,"algorithm; article; artificial intelligence; automated pattern recognition; brain; computer assisted diagnosis; connectome; human; image enhancement; methodology; mild cognitive impairment; nerve cell network; nuclear magnetic resonance imaging; pathophysiology; reproducibility; sensitivity and specificity; Algorithms; Artificial Intelligence; Brain; Connectome; Humans; Image Enhancement; Image Interpretation, Computer-Assisted; Magnetic Resonance Imaging; Mild Cognitive Impairment; Nerve Net; Pattern Recognition, Automated; Reproducibility of Results; Sensitivity and Specificity"
"Nguyen T.H., Tsai J., Jiang A., Bowring E., Maheswaran R., Tambe M.","Security games on social networks",2012,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84875596623&partnerID=40&md5=ba8f0b02854b477f418e0061fa6bae7c","University of Southern California, Los Angeles, CA 90089, United States; University of the Pacific, Stockton, CA 95211, United States","Nguyen, T.H., University of Southern California, Los Angeles, CA 90089, United States; Tsai, J., University of Southern California, Los Angeles, CA 90089, United States; Jiang, A., University of Southern California, Los Angeles, CA 90089, United States; Bowring, E., University of the Pacific, Stockton, CA 95211, United States; Maheswaran, R., University of Southern California, Los Angeles, CA 90089, United States; Tambe, M., University of Southern California, Los Angeles, CA 90089, United States","Many real-world problems exhibit competitive situations in which a defender (a defending agent, agency, or organization) has to address misinformation spread by its adversary, e.g., health organizations cope with vaccination-related misinformation provided by anti-vaccination groups. The rise of social networks has allowed misinformation to be easily and quickly diffused to a large community. Taking into account knowledge of its adversary's actions, the defender has to seek efficient strategies to limit the influence of the spread of misinformation by the opponent. In this paper, we address this problem as a blocking influence maximization problem using a game-theoretic approach. Two players strategically select a number of seed nodes in the social network that could initiate their own influence propagation. While the adversary attempts to maximize its negative influence, the defender tries to minimize this influence. We represent the problem as a zero-sum game and apply the Double Oracle algorithm to solve the game in combination with various heuristics for oracle phases. Our experimental results reveal that by using the game theoretic approach, we are able to significantly reduce the negative influence in comparison to when the defender does not do anything. In addition, we propose using an approximation of the payoff matrix, making the algorithms scalable to large real-world networks. Copyright © 2012, Association for the Advancement of Artificial Intelligence (www.aaai.org). All rights reserved.",,"Efficient strategy; Game-theoretic; Health organizations; Influence maximizations; Real-world networks; Real-world problem; Security games; Social Networks; Game theory; Social networking (online); Vaccines; Approximation algorithms"
"Yin Z., Jiang A.X., Tambe M., Kiekintveld C., Leyton-Brown K., Sandholm T., Sullivan J.P.","TRUSTS: Scheduling randomized patrols for fare inspection in transit systems using game theory",2012,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84876182802&partnerID=40&md5=52ae0a6e598138ad16b74d2d54c5e42b","Department of Computer Science, University of Southern California, United States; University of Texas at El Paso (UTEP), United States; University of British Columbia, Canada; Computer Science Department, Carnegie Mellon University, United States; Los Angeles Sheriff's Department, United States","Yin, Z., Department of Computer Science, University of Southern California, United States; Jiang, A.X., Department of Computer Science, University of Southern California, United States; Tambe, M., Department of Computer Science, University of Southern California, United States; Kiekintveld, C., University of Texas at El Paso (UTEP), United States; Leyton-Brown, K., University of British Columbia, Canada; Sandholm, T., Computer Science Department, Carnegie Mellon University, United States; Sullivan, J.P., Los Angeles Sheriff's Department, United States","In proof-of-payment transit systems, passengers are legally required to purchase tickets before entering but are not physically forced to do so. Instead, patrol units move about the transit system, inspecting the tickets of passengers, who face fines if caught fare evading. The deterrence of fare evasion depends on the unpredictability and effectiveness of the patrols. In this article, we present TRUSTS, an application for scheduling randomized patrols for fare inspection in transit systems. TRUSTS models the problem of computing patrol strategies as a leader-follower Stackelberg game where the objective is to deter fare evasion and hence maximize revenue. This problem differs from previously studied Stackelberg settings in that the leader strategies must satisfy massive temporal and spatial constraints; moreover, unlike in these counterterrorism-motivated Stackelberg applications, a large fraction of the ridership might realistically consider fare evasion, and so the number of followers is potentially huge. A third key novelty in our work is deliberate simplification of leader strategies to make patrols easier to execute. We present an efficient algorithm for computing such patrol strategies and present experimental results using real-world ridership data from the Los Angeles Metro Rail system. The Los Angeles County Sheriff's Department is currently carrying out trials of TRUSTS. Copyright © 2012, Association for the Advancement of Artificial Intelligence.",,"Leader-follower; Los angeles; Metro rail system; Real-world; Stackelberg; Stackelberg Games; Temporal and spatial constraints; Transit systems; Algorithms; Game theory; Inspection; Scheduling; Mass transportation"
"Dubois D., Prade H., Schockaert S.","Stable models in generalized possibilistic logic",2012,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84866896611&partnerID=40&md5=b1f52dcb574cbcad2b6f57c58f6815e2","Université Paul Sabatier, CNRS IRIT, Toulouse, France; Cardiff University, School of Computer Science and Informatics, Cardiff, United Kingdom","Dubois, D., Université Paul Sabatier, CNRS IRIT, Toulouse, France; Prade, H., Université Paul Sabatier, CNRS IRIT, Toulouse, France; Schockaert, S., Cardiff University, School of Computer Science and Informatics, Cardiff, United Kingdom","Possibilistic logic is a well-known logic for reasoning under uncertainty, which is based on the idea that the epistemic state of an agent can be modeled by assigning to each possible world a degree of possibility, taken from a totally ordered, but essentially qualitative scale. Recently, a generalization has been proposed that extends possibilistic logic to a meta-epistemic logic, endowing it with the capability of reasoning about epistemic states, rather than merely constraining them. In this paper, we further develop this generalized possi-bilistic logic (GPL). We introduce an axiomatization showing that GPL is a fragment of a graded version of the modal logic KD, and we prove soundness and completeness w.r.t. a semantics in terms of possibility distributions. Next, we reveal a close link between the well-known stable model semantics for logic programming and the notion of minimally specific models in GPL. More generally, we analyze the relationship between the equilibrium logic of Pearce and GPL, showing that GPL can essentially be seen as a generalization of equilibrium logic, although its notion of minimal specificity is slightly more demanding than the notion of minimality underlying equilibrium logic. Copyright © 2012, Association for the Advancement of Artificial Intelligence (www.aaai.org). All rights reserved.",,"Epistemic state; Equilibrium logic; Possibilistic logic; Possibility distributions; Qualitative scale; Reasoning under uncertainty; Soundness and completeness; Stable model semantics; Knowledge representation; Logic programming; Semantics"
"Lawry J., Dubois D.","A bipolar framework for combining beliefs about vague propositions",2012,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84867576146&partnerID=40&md5=5d23956c847f6c554c6753675c97bf86","Intelligent Systems Laboratory, University of Bristol, Brisol, BS8 1UB, United Kingdom; Université de Toulouse, IRIT CNRS, Université Paul Sabatier, Toulouse, France","Lawry, J., Intelligent Systems Laboratory, University of Bristol, Brisol, BS8 1UB, United Kingdom; Dubois, D., Université de Toulouse, IRIT CNRS, Université Paul Sabatier, Toulouse, France","A bipolar framework is introduced for combining agents' beliefs so as to enable them to reach a common shared position or viewpoint. Our approach exploits the truth-gaps inherent to propositions involving vague concepts, by allowing agents to soften directly conflicting opinions. To this end we adopt a bipolar truth-model for propositional logic characterised by lower and upper valuations on the sentences of the language. According to this model sentences may be absolutely true, absolutely false or borderline (i.e. neither absolutely true nor absolutely false). The added flexibility of a possible truth-gap between absolutely true and absolutely false allows agents with inconsistent viewpoints, in which a proposition p is absolutely true according to one view and absolutely false according to the other, to reach a compromise position in which p is borderline. Within this framework four combination operators are proposed for combining different viewpoints as represented by different valuation pairs. Intuitively, these correspond to compromise positions with different levels of semantic precision (or vagueness). Kleene belief pairs are then introduced as lower and upper measures quantifying epistemic uncertainty about the sentences of the language when valuation pairs provide the underlying truth model. The combination operators on valuation pairs are then extended to belief pairs using a general schema incorporating a probabilistic model of the interaction between agents. The properties of the four operators are then investigated within this extended framework. Copyright © 2012, Association for the Advancement of Artificial Intelligence (www.aaai.org). All rights reserved.",,"Combination operators; Epistemic uncertainties; Probabilistic modeling; Propositional logic; Truth-gaps; Valuation pairs; Knowledge representation; Semantics; Uncertainty analysis; Formal logic"
"Rosenfeld A., Bareket Z., Goldman C.V., Kraus S., LeBlanc D.J., Tsimhoni O.","Toward adapting cars to their drivers",2012,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84876195034&partnerID=40&md5=c65188e5f5dd75cd4608a6ae212bd42e","Bar Ilan University, Israel; University of Michigan, Transportation Research Institute, United States; General Motors Advanced Technical Center, Israel","Rosenfeld, A., Bar Ilan University, Israel; Bareket, Z., University of Michigan, Transportation Research Institute, United States; Goldman, C.V., General Motors Advanced Technical Center, Israel; Kraus, S., Bar Ilan University, Israel; LeBlanc, D.J., University of Michigan, Transportation Research Institute, United States; Tsimhoni, O., General Motors Advanced Technical Center, Israel","Traditionally, vehicles have been considered as machines that are controlled by humans for the purpose of transportation. A more modern view is to envision drivers and passengers as actively interacting with a complex automated system. Such interactive activity leads us to consider intelligent and advanced ways of interaction leading to cars that can adapt to their drivers. In this article, we focus on the adaptive cruise control (ACC) technology that allows a vehicle to automatically adjust its speed to maintain a preset distance from the vehicle in front of it based on the driver's preferences. Although individual drivers have different driving styles and preferences, current systems do not distinguish among users. We introduce a method to combine machine-learning algorithms with demographic information and expert advice into existing automated assistive systems. This method can reduce the interactions between drivers and automated systems by adjusting parameters relevant to the operation of these systems based on their specific drivers and context of drive. We also learn when users tend to engage and disengage the automated system. This method sheds light on the kinds of dynamics that users develop while interacting with automation and can teach us how to improve these systems for the benefit of their users. While generic packages such as Weka were successful in learning drivers' behavior, we found that improved learning models could be developed by adding information on drivers' demographics and a previously developed model about different driver types. We present the general methodology of our learning procedure and suggest applications of our approach to other domains as well. Copyright © 2012, Association for the Advancement of Artificial Intelligence.",,"Adaptive cruise control (ACC); Adjusting parameters; Automated systems; Complex automated systems; Demographic information; General methodologies; Interactive activities; Learning procedures; Adaptive cruise control; Learning algorithms; Population statistics; Automation"
"Tsai J., Weller N., Tambe M.","Analysis of heuristic techniques for controlling contagion",2012,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84875617211&partnerID=40&md5=b7f8c7a97bbc40738834e28d97ce933f","University of Southern California, Los Angeles, CA 90089, United States","Tsai, J., University of Southern California, Los Angeles, CA 90089, United States; Weller, N., University of Southern California, Los Angeles, CA 90089, United States; Tambe, M., University of Southern California, Los Angeles, CA 90089, United States","Many strategic actions carry a 'contagious' component beyond the immediate locale of the effort itself. Viral marketing and peacekeeping operations have both been observed to have a spreading effect. In this work, we use counterinsurgency as our illustrative domain. Defined as the effort to block the spread of support for an insurgency, such operations lack the manpower to defend the entire population and must focus on the opinions of a subset of local leaders. As past researchers of security resource allocation have done, we propose using game theory to develop such policies and model the interconnected network of leaders as a graph. Unlike this past work in security games, actions in these domains possess a probabilistic, non-local impact. To address this new class of security games, recent research has used novel heuristic oracles in a double oracle formulation to generate mixed strategies. However, these heuristic oracles were evaluated only on runtime and quality scaling with the graph size. Given the complexity of the problem, numerous other problem features and metrics must be considered to better inform practical application of such techniques. Thus, this work provides a thorough experimental analysis including variations of the contagion probability average and standard deviation. We extend the previous analysis to also examine the size of the action set constructed in the algorithms and the final mixed strategies themselves. Our results indicate that game instances featuring smaller graphs and low contagion probabilities converge slowly while games with larger graphs and medium contagion probabilities converge most quickly. Copyright © 2012, Association for the Advancement of Artificial Intelligence. All rights reserved.",,"Experimental analysis; Heuristic techniques; Interconnected network; Peace-keeping operations; Recent researches; Spreading effects; Standard deviation; Viral marketing; Complex networks; Game theory; Heuristic methods; Probability; Quality control"
"Dubois D., Prade H., Rico A.","Qualitative integrals and desintegrals - Towards a logical view",2012,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84869425197&doi=10.1007%2f978-3-642-34620-0_13&partnerID=40&md5=a044b7f1eae06259094e65bc0cfcc6b5","IRIT, CNRS Université de Toulouse, France; ERIC, Université de Lyon, France","Dubois, D., IRIT, CNRS Université de Toulouse, France; Prade, H., IRIT, CNRS Université de Toulouse, France; Rico, A., ERIC, Université de Lyon, France","This paper presents several variants of Sugeno integral, and in particular the idea of (qualitative) desintegrals, a dual of integrals. When evaluating an item, desintegrals are maximal if no defects at all are present, while integrals are maximal if all advantages are sufficiently present. This idea leads to a bipolar representation of preferences, by means of a pair made of an integral and a desintegral, whose possibilistic logic counterparts are outlined (in the case where criteria are binary). © 2012 Springer-Verlag.","bipolar representation; possibilistic logic; Sugeno integral","bipolar representation; Possibilistic logic; Sugeno integrals; Artificial intelligence"
"Walsh T.","Symmetry breaking constraints: Recent results",2012,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84868283378&partnerID=40&md5=1edb5fdf4587de472f7b4e7055fdac10","NICTA and UNSW, Sydney, NSW, Australia","Walsh, T., NICTA and UNSW, Sydney, NSW, Australia","Symmetry is an important problem in many combinatorial problems. One way of dealing with symmetry is to add constraints that eliminate symmetric solutions. We survey recent results in this area, focusing especially on two common and useful cases: symmetry breaking constraints for row and column symmetry, and symmetry breaking constraints for eliminating value symmetry. Copyright © 2012, Association for the Advancement of Artificial Intelligence. All rights reserved.",,"Combinatorial problem; Symmetric solution; Symmetry breaking constraints; Artificial intelligence"
"Rahwan T., Michalak T., Jennings N.R.","A hybrid algorithm for coalition structure generation",2012,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84868297680&partnerID=40&md5=cf4858b56f5511b7947bc9e7dd4ad4d8","School of Electronics and Computer Science, University of Southampton, United Kingdom; Institute of Informatics, University of Warsaw, Poland","Rahwan, T., School of Electronics and Computer Science, University of Southampton, United Kingdom; Michalak, T., Institute of Informatics, University of Warsaw, Poland; Jennings, N.R., School of Electronics and Computer Science, University of Southampton, United Kingdom","The current state-of-the-art algorithm for optimal coalition structure generation is IDP-IP - an algorithm that combines IDP (a dynamic programming algorithm due to Rahwan and Jennings, 2008b) with IP (a tree-search algorithm due to Rahwan et al., 2009). In this paper we analyse IDP-IP, highlight its limitations, and then develop a new approach for combining IDP with IP that overcomes these limitations. Copyright © 2012, Association for the Advancement of Artificial Intelligence. All rights reserved.",,"Coalition structure; Dynamic programming algorithm; Hybrid algorithms; Optimal coalition; State-of-the-art algorithms; Tree-search; Artificial intelligence; Copyrights; Algorithms"
"Delle Fave F.M., Farinelli A., Rogers A., Jennings N.R.","A methodology for deploying the max-sum algorithm and a case study on unmanned aerial vehicles",2012,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84868294724&partnerID=40&md5=00dffbb1513f325d6647fa9894356814","University of Southampton, SO17 1BJ Southampton, United Kingdom; Università di Verona, I-37134 Verona, Italy","Delle Fave, F.M., University of Southampton, SO17 1BJ Southampton, United Kingdom; Farinelli, A., Università di Verona, I-37134 Verona, Italy; Rogers, A., University of Southampton, SO17 1BJ Southampton, United Kingdom; Jennings, N.R., University of Southampton, SO17 1BJ Southampton, United Kingdom","We present a methodology for the deployment of the max-sum algorithm, a well known decentralised algorithm for coordinating autonomous agents, for problems related to situational awareness. In these settings, unmanned autonomous vehicles are deployed to collect information about an unknown environment. Our methodology then helps identify the choices that need to be made to apply the algorithm to these problems. Next, we present a case study where the methodology is used to develop a system for disaster management in which a team of unmanned aerial vehicles coordinate to provide the first responders of the area of a disaster with live aerial imagery. To evaluate this system, we deploy it on two unmanned hexacopters in a variety of scenarios. Our tests show that the system performs well when confronted with the dynamism and the heterogeneity of the real world. Copyright © 2012, Association for the Advancement of Artificial Intelligence. All rights reserved.",,"Aerial imagery; Decentralised; Disaster management; First responders; Max-sum algorithm; Situational awareness; Unknown environments; Unmanned autonomous vehicles; Aerial photography; Algorithms; Autonomous agents; Disaster prevention; Unmanned aerial vehicles (UAV); Artificial intelligence"
"Tran-Thanh L., Chapman A., Rogers A., Jennings N.R.","Knapsack based optimal policies for budget-limited multi-armed bandits",2012,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84868281643&partnerID=40&md5=db5861bda6fb482140271b2e709fdc21","Faculty of Physical and Applied Sciences, University of Southampton, United Kingdom; University of Sydney Business School, Sydney, NSW, Australia","Tran-Thanh, L., Faculty of Physical and Applied Sciences, University of Southampton, United Kingdom; Chapman, A., University of Sydney Business School, Sydney, NSW, Australia; Rogers, A., Faculty of Physical and Applied Sciences, University of Southampton, United Kingdom; Jennings, N.R., Faculty of Physical and Applied Sciences, University of Southampton, United Kingdom","In budget-limited multi-armed bandit (MAB) problems, the learner's actions are costly and constrained by a fixed budget. Consequently, an optimal exploitation policy may not be to pull the optimal arm repeatedly, as is the case in other variants of MAB, but rather to pull the sequence of different arms that maximises the agent's total reward within the budget. This difference from existing MABs means that new approaches to maximising the total reward are required. Given this, we develop two pulling policies, namely: (i) KUBE; and (ii) fractional KUBE. Whereas the former provides better performance up to 40% in our experimental settings, the latter is computationally less expensive. We also prove logarithmic upper bounds for the regret of both policies, and show that these bounds are asymptotically optimal (i.e. they only differ from the best possible regret by a constant factor). Copyright © 2012, Association for the Advancement of Artificial Intelligence. All rights reserved.",,"Asymptotically optimal; Constant factors; Fixed budget; Multi armed bandit; Optimal exploitation; Optimal policies; Upper Bound; Artificial intelligence; Optimization; Budget control"
"Davies J., Narodytska N., Walsh T.","Eliminating the weakest link: Making manipulation intractable?",2012,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84868296525&partnerID=40&md5=fe652871e7d84122a198bbe79ef0fa31","University of Toronto, Toronto, ON, Canada; NICTA and UNSW, Sydney, NSW, Australia","Davies, J., University of Toronto, Toronto, ON, Canada; Narodytska, N., NICTA and UNSW, Sydney, NSW, Australia; Walsh, T., NICTA and UNSW, Sydney, NSW, Australia","Successive elimination of candidates is often a route to making manipulation intractable to compute. We prove that eliminating candidates does not necessarily increase the computational complexity of manipulation. However, for many voting rules used in practice, the computational complexity increases. For example, it is already known that it is NP-hard to compute how a single voter can manipulate the result of single transferable voting(the elimination version of plurality voting). We show here that it is NP-hard to compute how a single voter can manipulate the result of the elimination version of veto voting, of the closely related Coombs' rule, and of the elimination versions of a general class of scoring rules. Copyright © 2012, Association for the Advancement of Artificial Intelligence. All rights reserved.",,"General class; NP-hard; Plurality voting; Scoring rules; Successive elimination; Voting rules; Artificial intelligence; Computational complexity"
"Dufton L., Naroditskiy V., Polukarov M., Jennings N.R.","Optimizing payments in dominant-strategy mechanisms for multi-parameter domains",2012,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84868268227&partnerID=40&md5=0a6091ed7875b0032a1b6afcc2a3f930","Cheriton School of Computer Science, University of Waterloo, Canada; School of Electronics and Computer Science, University of Southampton, United Kingdom","Dufton, L., Cheriton School of Computer Science, University of Waterloo, Canada; Naroditskiy, V., School of Electronics and Computer Science, University of Southampton, United Kingdom; Polukarov, M., School of Electronics and Computer Science, University of Southampton, United Kingdom; Jennings, N.R., School of Electronics and Computer Science, University of Southampton, United Kingdom","In AI research, mechanism design is typically used to allocate tasks and resources to agents holding private information about their values for possible allocations. In this context, optimizing payments within the Groves class has recently received much attention, mostly under the assumption that agent's private information is single-dimensional. Our work tackles this problem in multi-parameter domains. Specifically, we develop a generic technique to look for a best Groves mechanism for any given mechanism design problem. Our method is based on partitioning the spaces of agent values and payment functions into regions, on each of which we are able to define a feasible linear payment function. Under certain geometric conditions on partitions of the two spaces this function is optimal. We illustrate our method by applying it to the problem of allocating heterogeneous items. Copyright © 2012, Association for the Advancement of Artificial Intelligence. All rights reserved.",,"Geometric conditions; Groves mechanism; Mechanism design; Multiparameters; Payment functions; Private information; Machine design; Optimization; Artificial intelligence"
