Authors,Title,Year,Cited by,Link,Affiliations,Authors with affiliations,Abstract,Author Keywords,Index Keywords
"Yang Q., Chen D., Zhao T., Chen Y.","Fractional calculus in image processing: A review",2016,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84995579334&doi=10.1515%2ffca-2016-0063&partnerID=40&md5=2ea0aab01eceb8a066842a929ec0b64a","School of Mechanical Engineering Shenyang, LiGong University, Shenyang, China; College of Information Science Technology, Northeastern University, Shenyang, China; School of Engineering, University of California Merced, 5200 N. Lake Road, Merced, CA, United States","Yang, Q., School of Mechanical Engineering Shenyang, LiGong University, Shenyang, China; Chen, D., College of Information Science Technology, Northeastern University, Shenyang, China; Zhao, T., School of Engineering, University of California Merced, 5200 N. Lake Road, Merced, CA, United States; Chen, Y., School of Engineering, University of California Merced, 5200 N. Lake Road, Merced, CA, United States","Over the last decade, it has been demonstrated that many systems in science and engineering can be modeled more accurately by fractional-order than integer-order derivatives, and many methods are developed to solve the problem of fractional systems. Due to the extra free parameter order α, fractional-order based methods provide additional degree of freedom in optimization performance. Not surprisingly, many fractional-order based methods have been used in image processing field. Herein recent studies are reviewed in ten sub-fields, which include image enhancement, image denoising, image edge detection, image segmentation, image registration, image recognition, image fusion, image encryption, image compression and image restoration. In sum, it is well proved that as a fundamental mathematic tool, fractional-order derivative shows great success in image processing. © 2016 Diogenes Co., Sofia.","Fractional calculus; Fractional-Order Derivative; image processing",
"Xu W., Zou J., Mu C.","Improved Model Predictive Current Control Strategy-Based Rotor Flux for Linear Induction Machines",2016,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84985952079&doi=10.1109%2fTASC.2016.2594805&partnerID=40&md5=064cd2b970f80ea8df8bfe8d432e437c","School of Electrical and Electronic Engineering, Huazhong University of Science and Technology, Wuhan, China; School of Electrical Engineering and Automation, Tianjin University, Tianjin, China","Xu, W., School of Electrical and Electronic Engineering, Huazhong University of Science and Technology, Wuhan, China; Zou, J., School of Electrical and Electronic Engineering, Huazhong University of Science and Technology, Wuhan, China; Mu, C., School of Electrical Engineering and Automation, Tianjin University, Tianjin, China","The model predictive current control strategy considers all participating voltage vectors to select the optimal voltage vector, which needs comparatively longer computational time to make the future current most close to its reference values. In order to decrease the computation time, first, the mathematic model of linear induction machines (LIM) is built in αβ coordinate instead of dq coordinate to avoid the complex coordinate transformation. Second, the predictive model of LIM is analyzed in detail to get the principle of selecting optimal voltage vector without the complex computation. Moreover, the number of participating voltage vectors increases from 8 to 18 and the novel voltage vector modulation is proposed to further improve the performance of LIM without increasing extra computational burden. Finally, the proposed strategy is verified by comprehensive simulations and experiments. © 2016 IEEE.","Field-oriented control (FOC); linear induction machines (LIM); model predictive current control (MPCC); vector modulation","Asynchronous machinery; Electric current control; Linear transformations; Mathematical transformations; Modulation; Vector control (Electric machinery); Co-ordinate transformation; Complex computation; Computational burden; Computational time; Linear induction machines; Model predictive; Predictive modeling; Vector modulation; Vectors"
"Li N., Martinez-Ortega J.-F., Santidrian L.L., Chaus J.M.M.","Probability model based energy efficient and reliable topology control algorithm",2016,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85019147590&doi=10.3390%2fen9100841&partnerID=40&md5=2236e523263696b2f48bd1277c0da5de","Research Center on Software Technologies and Multimedia Systems for Sustainability (CITSEM), Universidad Politécnica de Madrid (UPM), Madrid, Spain","Li, N., Research Center on Software Technologies and Multimedia Systems for Sustainability (CITSEM), Universidad Politécnica de Madrid (UPM), Madrid, Spain; Martinez-Ortega, J.-F., Research Center on Software Technologies and Multimedia Systems for Sustainability (CITSEM), Universidad Politécnica de Madrid (UPM), Madrid, Spain; Santidrian, L.L., Research Center on Software Technologies and Multimedia Systems for Sustainability (CITSEM), Universidad Politécnica de Madrid (UPM), Madrid, Spain; Chaus, J.M.M., Research Center on Software Technologies and Multimedia Systems for Sustainability (CITSEM), Universidad Politécnica de Madrid (UPM), Madrid, Spain","Topology control is an effective method for improving the performance of wireless sensor networks (WSNs). Many topology control algorithms can achieve high energy efficiency by dynamically changing the transmission range of nodes. However, these algorithms prefer to choose short multihop communication links rather than the long directly communication links which also energy efficient probabilistic. Note that these fact, in this paper, we propose a mathematic model to explore the probability that the long directly communication links are more energy efficient than the short links. We investigate the properties of this probability and find out the optimal transmission range which has highest probability of energy efficient. Based on this conclusion, we propose the energy efficient and reliable topology control algorithm (ERTC) to maintain the r-range for the nodes instead of the k-connection; moreover, ERTC can achieve energy efficient and network connection at the same time. © 2016 by the authors.","Energy efficient; Reliable; Topology control; Wireless sensor network (WSN)","Probability; Sensor nodes; Topology; Wireless sensor networks; Energy efficient; High energy efficiency; Multi hop communication; Probability modeling; Reliable; Topology control; Topology control algorithms; Wireless sensor network (WSNs); Energy efficiency"
"Wang Q., Wu Z.","Analysis on vibration characteristics of screw in filling process of dynamic injection molding machine",2016,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84991106483&doi=10.1515%2fpolyeng-2015-0318&partnerID=40&md5=57be7ba435920ff7cd5a04ce649c0445","Key Laboratory of High Speed Cutting and Precision Machining of Tianjin, Tianjin University of Technology and Education, Tianjin, China","Wang, Q., Key Laboratory of High Speed Cutting and Precision Machining of Tianjin, Tianjin University of Technology and Education, Tianjin, China; Wu, Z., Key Laboratory of High Speed Cutting and Precision Machining of Tianjin, Tianjin University of Technology and Education, Tianjin, China","This paper presents a study of the characteristics of axial vibration of a screw in the filling process for a novel dynamic injection molding machine. By simplifying a generalized model of the injection screw, physical and mathematic models are established to describe the dynamic response of the axial vibration of a screw using the method of lumped-mass. The damping coefficient of the screw is calculated in the dynamic filling process. The amplitude-frequency characteristics are analyzed by the simulation and experimental test of polypropylene. The results show that the amplitude of a dynamic injection molding machine is not only is related to structure parameters of the screw and performance of the material, such as non-Newtonian index, but also depends on the processing parameters, such as vibration intensity and injection speed. © 2016 Walter de Gruyter GmbH, Berlin/Boston.","damping coefficient; dynamic response; hydraulic vibration; injection screw","Damping; Dynamic response; Filling; Hydraulic machinery; Molding; Non Newtonian flow; Polypropylenes; Screws; Vibration analysis; Amplitude frequency characteristics; Damping coefficients; Hydraulic vibration; Non-newtonian index; Processing parameters; Structure parameter; Vibration characteristics; Vibration intensity; Injection molding"
"Antonyová A., Antony P., Abdullah A.H.B., Nagapan S.","Analytical approach to the development and implementation of capacitive proximity sensor for the non-contact distance measurement",2016,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85009084335&doi=10.1166%2fasl.2016.7069&partnerID=40&md5=af48df12a6aec1f3d33869a463e3e61d","Faculty of Management, University of Prešov in Prešov, Prešov, Slovakia; AP Mikro, Prešov, Slovakia; Faculty of Civil and Environmental Engineering, University Tun Hussein Onn MalaysiaJohor, Malaysia","Antonyová, A., Faculty of Management, University of Prešov in Prešov, Prešov, Slovakia; Antony, P., AP Mikro, Prešov, Slovakia; Abdullah, A.H.B., Faculty of Civil and Environmental Engineering, University Tun Hussein Onn MalaysiaJohor, Malaysia; Nagapan, S., Faculty of Civil and Environmental Engineering, University Tun Hussein Onn MalaysiaJohor, Malaysia","Capacitive sensor technologies are based on capacitance as the electrical property of capacitors. The capacitance depends on the surface area of the conducting plates, their distance and the relative static permittivity (dielectric constant) of the material, non-conducting substance called dielectric, between the plates. A new model of capacitive proximity sensor was designed, laboratory tested, analyzed and implemented. Tested prototype of the proximity capacitive sensor was evaluated in laboratory experiments. The analytical evaluation used statistical modelling approach as well as the methods of numeric mathematic. Developed equipment with its implementation to measure the distance between the metal cylinders showed high accuracy of the design tool. Implementation proved ability of the capacitive proximity sensor to work in extreme conditions such as temperature up to 80 8C and during mechanical vibrations increasing up to 300 Hz, with the necessity of the water resistance. © 2016 American Scientific Publishers. All rights reserved.","Capacitive sensors; Data analysis; Distance measurement; Mathematical model",
"Su X.-C., Han W., Xiao W., Jiang T.-T.","Pit-stop support scheduling on deck of carrier plane based on Memetic algorithm",2016,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84990866064&doi=10.3969%2fj.issn.1001-506X.2016.10.12&partnerID=40&md5=2d8fd4b7742a097def93b89aeafee77c","Department of Airborne Vehicle Engineering, Naval Aeronautical and Astronautical University, Yantai, China; System Engineering Research Institute, China State Shipbuilding Corporation, Beijing, China; Graduate Student's Brigade, Naval Aeronautical and Astronautical University, Yantai, China","Su, X.-C., Department of Airborne Vehicle Engineering, Naval Aeronautical and Astronautical University, Yantai, China; Han, W., Department of Airborne Vehicle Engineering, Naval Aeronautical and Astronautical University, Yantai, China; Xiao, W., System Engineering Research Institute, China State Shipbuilding Corporation, Beijing, China; Jiang, T.-T., Graduate Student's Brigade, Naval Aeronautical and Astronautical University, Yantai, China","For improving the effectiveness indexes such as support efficiency and resources availability on deck of carrier planes effectively, the pit-stop support routing constraints and resources constraints are analyzed systematically, and an optimized pit-stop support scheduling mathematic model on deck of carrier planes is established. To solve large-scale scheduling problems which are difficult for traditional optimization methods, a Memetic algorithm is proposed. First, to make the load of renewable resources equalized, a serial schedule generation scheme embedded by resources allocation strategies is adopted. Second, a new adaptive mutation strategy based on the sub-topology structure is designed to improve exploration ability of the algorithm, and a local search method based on simulated annealing is introduced. Finally, the simulation results show the feasibility of the model and the effectiveness of the algorithm under different dispatch scales. © 2016, Editorial Office of Systems Engineering and Electronics. All right reserved.","Carrier plane; Memetic algorithm; Optimization; Pit-stop support scheduling on deck","Scheduling; Simulated annealing; Carrier plane; Large-scale scheduling problems; Local search method; Memetic algorithms; Optimization method; Pit-stop support scheduling on deck; Resources allocation; Serial schedule generation scheme; Optimization"
"Liu J., Jiao Y., Li J., Shi X.","Back-leaching technology in the construction of underground salt cavern gas storage",2016,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84992162169&doi=10.11885%2fj.issn.1674-5086.2015.02.24.02&partnerID=40&md5=f017a698c5b0d6f76956eeecc1a7947a","Gas Storage Project Department of Eastern Gas Pipeline Co. Ltd., PetroChina, Zhenjiang, Jiangsu, China; State Key Laboratory of Geomechanics and Geotechnical Engineering, Institute of Rock and Soil Mechanics, CAS, Wuhan, Hubei, China","Liu, J., Gas Storage Project Department of Eastern Gas Pipeline Co. Ltd., PetroChina, Zhenjiang, Jiangsu, China; Jiao, Y., Gas Storage Project Department of Eastern Gas Pipeline Co. Ltd., PetroChina, Zhenjiang, Jiangsu, China; Li, J., Gas Storage Project Department of Eastern Gas Pipeline Co. Ltd., PetroChina, Zhenjiang, Jiangsu, China; Shi, X., State Key Laboratory of Geomechanics and Geotechnical Engineering, Institute of Rock and Soil Mechanics, CAS, Wuhan, Hubei, China","In order to improve the economic efficiency, the developer always requires to maximize the net volume of the underground gas storage facilities on the premise of operation safety. However, due to geological reasons, engineering failures and inadequate comprehension, some salt layers often fail to dissolve during the storage-building process. To make the best use of the increasingly deficient salt formations suitable for underground gas storage facilities, back-leaching can be used to optimize the volume of the gas storage facility. After gas-injection and debrining, fresh water is injected by tubing strings to push the interface of the brine and gas at the designed depth. By doing that the salt formations below the interface can be leached again, which will enlarge the volume of the leached caverns. We established the back-leaching mathematic models and wrote calculation program. The pilot back-leaching in well-L in Jintan project shows the effective volume of the cavern can be raised by 13.04 percent. This research is important for enhancing the efficiency of the use of salt formations and will improve the effective volume of the built caverns. © 2016, Science Press. All right reserved.","Back-leaching; Cavity repair; Numerical simulation; Salt cavern gas storage; SMUG",
"Yang D., Wang B., Cai G.","Study on the harmonic detection method based on improved adaptive local iterative filtering",2016,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84995642339&partnerID=40&md5=0854146afef5c96daeb9e476492eb7f6","School of Electrical Engineering, Northeast Dianli University, Jilin, China","Yang, D., School of Electrical Engineering, Northeast Dianli University, Jilin, China; Wang, B., School of Electrical Engineering, Northeast Dianli University, Jilin, China; Cai, G., School of Electrical Engineering, Northeast Dianli University, Jilin, China","Aiming at the increasingly prominent non-stationarity and complexity of harmonic components, which are hard to be identified and detected, caused by the extensive application of a large number of non-linear loads and electronic equipment in power system, on the basis of introducing the adaptive local iterative filtering algorithm, this paper proposes a harmonic detection method based on Improved Adaptive Local Iterative Filter (IALIF) and Hilbert transformation. The IALIF algorithm utilizes the Fokker-Planck equation to construct filter functions and screen out the intrinsic mode components with stationary features through filtering. This algorithm has solid mathematic basis and can avoid the mode mixing existing in empirical mode decomposition algorithm effectively. In this paper the IALIF algorithm is used to obtain the period components, then Hilbert transformation is performed on these components to extract the harmonic characteristic parameters, such as frequency, amplitude and phase. The analysis results of the test signal and real measured data prove the effectiveness of the proposed method, and the comparison result with empirical mode decomposition fully verifies strong adaptation of the proposed method in electric system harmonic detection. © 2016, Science Press. All right reserved.","Adaptive local iterative filtering; Harmonic parameter detection; Hilbert transformation; Intrinsic mode function","Electronic equipment; Fokker Planck equation; Harmonic analysis; Linear transformations; Mathematical transformations; Oscillators (electronic); Signal processing; Empirical Mode Decomposition; Harmonic characteristics; Harmonic parameters; Hilbert transformations; Intrinsic mode components; Intrinsic Mode functions; Iterative filtering; Stationary features; Iterative methods"
"Scelfo S., Pirone R., Russo N.","Thermodynamics of cis,cis-muconic acid solubility in various polar solvents at low temperature range",2016,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84979942253&doi=10.1016%2fj.molliq.2016.07.129&partnerID=40&md5=d0781c864faeb65532ca456bc699d7d0","Department of Applied Science and Technology, Politecnico di Torino, Torino, Italy","Scelfo, S., Department of Applied Science and Technology, Politecnico di Torino, Torino, Italy; Pirone, R., Department of Applied Science and Technology, Politecnico di Torino, Torino, Italy; Russo, N., Department of Applied Science and Technology, Politecnico di Torino, Torino, Italy","The present work concerns with an investigation on the solubility of cis,cis-muconic acid dissolution in different polar solvents by characterizing and modelling the dissolution as a function of temperature. Water, ethanol, 2-propanol and acetic acid have been investigated as solvents in the range temperatures from a 298.15 to 348.15 K. Owing to the absence of cis,cis-muconic acid solubility data, the reliability of the adopted experimental set-up was validated comparing published and experimental solubility data of a similar compound, that is, adipic acid. From the results, it has emerged that the employed system is appropriate for the determination of molar fractions of an organic compound dissolved in polar solvents. The molar fraction and temperature were correlated using the Apelblat equation model, which is applied for the mathematic fitting of experimental data. A total relative average deviation of 3.54% was obtained for the experimental results and the solubility data obtained with the model, thus attesting the adequacy for this study. The use of Apelblat equation also allowed to determine the apparent molar enthalpy and molar entropy of dissolution. The dissolution of cis,cis-muconic acid in water, ethanol, 2-propanol and acetic acid, over temperatures ranging from 298.15 to 348.15 K, has been shown to be endothermic. © 2016 Elsevier B.V.","Apelblat equation; cis,cis-Muconic acid; Dissolution enthalpy; Dissolution entropy; Solubility","Acetic acid; Dissolution; Enthalpy; Entropy; Ethanol; Organic acids; Organic solvents; pH; Solubility; Solvents; Thermodynamics; Apelblat equation; Average deviation; Dissolution enthalpies; Dissolution entropies; Experimental set up; Experimental solubility datum; Low temperatures; Muconic acid; Temperature"
"Li W., Zhuan X.","Optimal operation scheduling of an adjustable-blade pumping station in the East Route of South-to-North Water Diversion Project",2016,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84995804397&doi=10.13243%2fj.cnki.slxb.20160586&partnerID=40&md5=ea87b7a519a64df9d9d405a1dfc1c159","School of Power and Mechanical Engineering, Wuhan University, Wuhan, China","Li, W., School of Power and Mechanical Engineering, Wuhan University, Wuhan, China; Zhuan, X., School of Power and Mechanical Engineering, Wuhan University, Wuhan, China","The South-to-North Water Diversion Project aims to solve the lack of water resource problem in northern China. The fourth HuaiAn pumping station is one of the pumping stations in the East Route Project. On account of basis of the time-of-use electricity tariff, the operation optimization has been studied to set up the mathematic model of adjustable-blade with the minimum cost in the pumping station unit. Based on the analysis of the characteristics of this model, it has also put forward an improved dynamic programming algorithm. Finally, the paper utilises case to justify the feasibility of the algorithm. The results show that:(1)compared with the designed setting angle, the adjustable-blade scheme can save energy cost of the pumping station by 4.88% under the circumstance of designed pumping head and full load;and (2)energy cost efficiency of pumping station is influenced by two key factors,blade angle and flow shift. The former one is related to the characteristic curve of pumps:the larger the pumping head is,the less influence of blade angle will be. The latter one is subjected to the capacity and demand:the higher the capacity is, the more apparently load transfers. When the demand is lower, blade angle is the major factor. When demand is higher,flow shift is the major factor. © 2016, China Water Power Press. All right reserved.","Dynamic programming; Energy cost efficiency; Operation optimization; South-to-North Water Diversion Project","Cost effectiveness; Costs; Energy efficiency; Flood control; Optimization; Pumping plants; Pumps; Turbomachine blades; Water resources; Adjustable blades; Characteristic curve; Electricity tariff; Energy cost; Improved dynamic programming algorithms; Operation optimization; Optimal operation; South-to-North water diversion project; Dynamic programming"
"Chen G., Li J., Huang X., Chen S., Xu T.","In-pipe magnetic field measurement using spherical inner detector",2016,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84994092472&doi=10.3969%2fj.issn.1004-1699.2016.10.004&partnerID=40&md5=979d9e283fc504f87f0884accadfac05","State Key Laboratory of Precision Measurement Technology and Instrument, Tianjin University, Tianjin, China","Chen, G., State Key Laboratory of Precision Measurement Technology and Instrument, Tianjin University, Tianjin, China; Li, J., State Key Laboratory of Precision Measurement Technology and Instrument, Tianjin University, Tianjin, China; Huang, X., State Key Laboratory of Precision Measurement Technology and Instrument, Tianjin University, Tianjin, China; Chen, S., State Key Laboratory of Precision Measurement Technology and Instrument, Tianjin University, Tianjin, China; Xu, T., State Key Laboratory of Precision Measurement Technology and Instrument, Tianjin University, Tianjin, China","Spherical inner detector has a board application prospect in pipeline safety detection. However,due to the detector's rotation,the collected magnetic field signal is always periodic,which cannot reflect the actual condition of the in-pipe magnetic field directly and makes it difficult to calculate pipelines' orientation or discover the welds. A method is proposed to transfer the collected magnetic field signal in the rotating sensor frame to which in the stationary pipe frame. The relationship between them is deduced,and the mathematic model is built using the collected acceleration signal in the same rotating sensor frame as the acquired magnetic field signal. Experiment and algorithm are designed to verify the correctness of the model. The results show that the calculated magnetic field is in good agreement with the measured magnetic field both in value and trend,while the average of error's absolute value is almost within 1 μT. © 2016, The Editorial Office of Chinese Journal of Sensors and Actuators. All right reserved.","Magnetic field; Measurement; Pipeline; Spherical inner detector",
"ZHAO J., TAO H.-B., LIAO S.-H., WANG P.","Establishment of ANEDr model for evaluating absorbed-nitrogen effects on wheat dry matter production",2016,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84992386106&doi=10.1016%2fS2095-3119%2816%2961352-7&partnerID=40&md5=4d3ddb30b1ab2d7c2e449a47b7cfbbd4","College of Resource and Environmental Sciences, China Agricultural University, Beijing, China; College of Water Conservancy and Ecological Engineering, Nanchang Institute of Technology, Nanchang, China; College of Agronomy, China Agricultural University, Beijing, China","ZHAO, J., College of Resource and Environmental Sciences, China Agricultural University, Beijing, China, College of Water Conservancy and Ecological Engineering, Nanchang Institute of Technology, Nanchang, China; TAO, H.-B., College of Agronomy, China Agricultural University, Beijing, China; LIAO, S.-H., College of Agronomy, China Agricultural University, Beijing, China; WANG, P., College of Agronomy, China Agricultural University, Beijing, China","Applying mathematic models to evaluate absorbed-N effects on dry matter production at different developmental stages would help determine proper nitrogen management according to crop demands and yield target. Two field trials were carried out for establishing absorbed-N effects on dry matter production (ANEDr) model, using uniform design in 2010–2011 and 2012–2013 winter wheat growing seasons in Hebei Province, China. Another field trial was carried out in 2010–2011 for model validation. Dry matter and N concentration in leaf and non-leaf organs were measured at setting, jointing, anthesis, and maturity. Theory of best linear unbiased prediction (BLUP) was applied to analyse the N effects of leaf and non-leaf organs on dry matter production. Within ANEDr model, four N-affected phases at each stage were concerned, leaf absorbed-N effect before this stage, non-leaf organ absorbed-N effect before this stage, leaf absorbed-N effect at this stage, and non-leaf organ absorbed-N effect at this stage. In addition, developmental processes, genotype characters and temperature were three factors that determine each N effect. It was demonstrated that ANEDr model can precisely quantify absorbed-N effects on dry matter production with high correlation coefficient (r=0.95). Comparing with other models, ANEDr model considered both leaf and non-leaf organs according to developmental processes of winter wheat, showed higher flexibility and simplicity, thus could be applied to different environments, cultivars and crops after parameter adjustment. © 2016 Chinese Academy of Agricultural Sciences","BLUP; dry matter production; effects of absorbed-N; winter wheat",
"Werpup L., Petermann F.","Cognitive abilities of primary school children with dyscalculia: Focussing visual perception [Kognitive Leistungen bei rechenschwachen Grundschulkindern Die visuelle Wahrnehmung im Fokus]",2016,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84990861925&doi=10.1026%2f0942-5403%2fa000203&partnerID=40&md5=7137907958f3b5b41267a53e43a15a80","Zentrum für Klinische Psychologie und Rehabilitation, Universität Bremen, Grazer Straße 6, Bremen, Germany","Werpup, L., Zentrum für Klinische Psychologie und Rehabilitation, Universität Bremen, Grazer Straße 6, Bremen, Germany; Petermann, F., Zentrum für Klinische Psychologie und Rehabilitation, Universität Bremen, Grazer Straße 6, Bremen, Germany","Mathematic disorders are among the most common developmental disorders in childhood and adolescence. Children suffering from mathematic disorders have deficits especially in fundamental arithmetical skills such as addition, subtraction, multiplication and division. Thus, the acquisition of arithmetical skills is based on specific abilities, such as knowledge of numbers, and basal non-specific abilities, like visual-perceptual and memory-related processes. Diagnosing a ""visual perceptual disorder"" is complicated because there are no ICD-10 criteria. The consortium of the scientific medical professional societies (Arbeitsgemeinschaft der Wissenschaftlichen Medizinischen Fachgesellschaften) describe alternative diagnostic criteria that are similar to the diagnostic criteria of other developmental disorders. These criteria state that (1) the results in the DTVP-A are at least 1.5 SD below average and (2) the results in the DTVP-A are at least 1.5 SD below general-IQ. This study aims to investigate the visual perceptual and further cognitive abilities of primary school children with arithmetic disabilities. Therefore, the indices of the Wechsler Intelligence Scale for Children-IV (WISC-IV) and the visual perceptual achievement in the German version of the Developmental Test of Visual Perception-Adolescent and Adult (DTVP-A) of 39 children with dyscalculia and 30 controls were analyzed. For further comparisons the group of children suffering from dyscalculia is divided into children achieving average results on the general IQ and children achieving below average results. The visual-perceptual abilities of all three groups differ significantly. The pairwise comparisons show that children with dyscalculia and average IQ score significantly below the control groups on DTVP-A and the Perceptual Organization Index of WISC-IV. The pairwise comparisons also show that children suffering from dyscalculia and which have a general IQ below average, achieve significantly lower scores on DTVP-A and all indices of WISC-IV than the control group and the group of children with dyscalculia and average IQ. In total, 39%of the children with dyscalculia show clinically relevant performance in the DTVP-A. When the results of the two dyscalculia-groups are analyzed separately, 17% of the group of children with average IQ and 73% of the children with a general IQ below average show clinically relevant performance in the DTVP-A. Using diagnostic criteria of the consortium of the scientific medical professional, only one child suffering from dyscalculia receives a ""visual perceptual disorder"" diagnosis. This child achieves an average general IQ. For 13% of both dyscalculia-groups a ""visual perceptual disorder"" is diagnosed if the Verbal Comprehension Index is used instead of the general IQ. The results of the regression analysis indicate that the visual perceptional and the working memory abilities explain 35.3 to 52.8% of the arithmetic abilities. Visual-perceptual deficits of children suffering from dyscalculia are underestimated, especially for children with a general IQ below average. Thus, visual perceptual abilities should always be tested within diagnosing dyscalculia. Furthermore, reliable diagnostic criteria of a ""visual perceptual disorder"" are needed. © 2016 Hogrefe Verlag.","Comparative study; DTVP-A; Dyscalculia; Visual perception; WISC-IV",
"Li J., Wang T., Guo X.-F., Zhou Q., Chen C.-X.","A CFD simulation of gas-slurry fluid dynamics and chemical reactions in a direct coal liquefaction reactor",2016,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84994438023&doi=10.14135%2fj.cnki.1006-3080.2016.05.003&partnerID=40&md5=0f0770c95870c6fe020f79990736d3ba","Key Laboratory of Coal Gasification and Energy Chemical Engineering of Ministry of Education, East China University of Science and Technology, Shanghai, China","Li, J., Key Laboratory of Coal Gasification and Energy Chemical Engineering of Ministry of Education, East China University of Science and Technology, Shanghai, China; Wang, T., Key Laboratory of Coal Gasification and Energy Chemical Engineering of Ministry of Education, East China University of Science and Technology, Shanghai, China; Guo, X.-F., Key Laboratory of Coal Gasification and Energy Chemical Engineering of Ministry of Education, East China University of Science and Technology, Shanghai, China; Zhou, Q., Key Laboratory of Coal Gasification and Energy Chemical Engineering of Ministry of Education, East China University of Science and Technology, Shanghai, China; Chen, C.-X., Key Laboratory of Coal Gasification and Energy Chemical Engineering of Ministry of Education, East China University of Science and Technology, Shanghai, China","A bench-scale direct coal liquefaction (DCL) reactor was studied numerically.With the assumption of a gas-slurry Euler-Euler two-fluid model,the multiphase flow and the chemical reactions in the DCL reactor operated under the conditions of elevated pressure and high temperature were simulated by Fluent 14.0.Three-dimentional time-dependent simulation of gas-slurry flow was conducted,and the results showed that the overall gas holdup in the reactor was very low at a level of about 0.016 5.The axial velocities of the gas and slurry phases were also very low,and an obvious liquid back-flow was observed near the reactor wall.The mean residence time of the slurry phase was about 70 min,which matched the reaction time required for a complete coal conversion.A coal liquefaction model was proposed and a set of kinetic parameters were obtained using the Matlab toolbox of the least-square parameter regression method.Via user defined function (UDF),the reaction model was coupled with fluid dynamics solver of the fluent.The simulation results indicated that the coal conversion at the outlet was about 89.25%,and the predicted yields of preasphaltene and asphaltene (PAA) and oil and gas (OG) were 26.33% and 61.81%,respectively,which were in agreement with the experimental data.The mathematic models and numerical methods developed in this paper can be used to simulate DCL process in pilot and industrial reactors,and serves as an effective tool for the design and scale-up of industrial DCL reactors. © 2016, East China University of Science and Technology. All right reserved.","CFD simulation; Direct coal liquefaction (DCL); Hydrodynamics; Reaction kinetic models; Slurry reactor",
