Authors,Title,Link,Abstract,Author Keywords
"Seal P., Oyedepo G., Truhlar D.G.","Kinetics of the hydrogen atom abstraction reactions from 1-butanol by hydroxyl radical: Theory matches experiment and more","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84872515290&doi=10.1021%2fjp310910f&partnerID=40&md5=cc79cea21530ae1f8bd91d1cfc5044fb","In the present work, we study the H atom abstraction reactions by hydroxyl radical at all five sites of 1-butanol. Multistructural variational transition state theory (MS-VTST) was employed to estimate the five thermal rate constants. MS-VTST utilizes a multifaceted dividing surface that accounts for the multiple conformational structures of the transition state, and we also include all the structures of the reactant molecule. The vibrational frequencies and minimum energy paths (MEPs) were computed using the M08-HX/MG3S electronic structure method. The required potential energy surfaces were obtained implicitly by direct dynamics employing interpolated variational transition state theory with mapping (IVTST-M) using a variational reaction path algorithm. The M08-HX/MG3S electronic model chemistry was then used to calculate multistructural torsional anharmonicity factors to complete the MS-VTST rate constant calculations. The results indicate that torsional anharmonicity is very important at higher temperatures, and neglecting it would lead to errors of 26 and 32 at 1000 and 1500 K, respectively. Our results for the sums of the site-specific rate constants agree very well with the experimental values of Hanson and co-workers at 896-1269 K and with the experimental results of Campbell et al. at 292 K, but slightly less well with the experiments of Wallington et al., Nelson et al., and Yujing and Mellouki at 253-372 K; nevertheless, the calculated rates are within a factor of 1.61 of all experimental values at all temperatures. This gives us confidence in the site-specific values, which are currently inaccessible to experiment. © 2012 American Chemical Society.",
"Li A., Xie C., Xie D., Guo H.","State-to-state quantum dynamics of the O(3P) + NH(X 3Σ-) reaction on the three lowest-lying electronic states of HNO/HON","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84872727053&doi=10.1063%2f1.4774026&partnerID=40&md5=64931e4dbd1b883ca64fa203e9efbab1","The adiabatic state-to-state dynamics of the reaction between O( 3P) and NH(X3Σ-) has been investigated on three lowest-lying electronic states, namely, the X1A ′, A1A″, and a3A ″ states, using the recently developed global potential energy surfaces based on high level ab initio data. The reaction rate has contributions from all three states, with the largest coming from the triplet state. The rotational and vibrational degrees of freedom of the prominent NO product are highly excited, although significant differences exist in the internal state distributions of the three adiabatic channels. The reaction proceeds with a complex-forming mechanism on all three electronic states, as evidenced by resonance structures in reaction probabilities and the near forward-backward symmetry in the differential cross section. However, significant non-reactive scattering and inverted vibrational state distributions suggest substantial non-statistical behaviors. © 2013 American Institute of Physics.",
"Peverati R., Truhlar D.G.","Screened-exchange density functionals with broad accuracy for chemistry and solid-state physics","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84869455840&doi=10.1039%2fc2cp42576a&partnerID=40&md5=4a0b9794419876421d3803ee63cb77c8","We present two new exchange-correlation functionals for hybrid Kohn-Sham electronic structure calculations based on the nonseparable functional form introduced recently in the N12 and MN12-L functionals but now with the addition of screened Hartree-Fock exchange. The first functional depends on the density and the density gradient and is called N12-SX; the second functional depends on the density, the density gradient, and the kinetic energy density and is called MN12-SX. Both new functionals include a portion of the Hartree-Fock exchange at short-range, but Hartree-Fock exchange is screened at long range. The accuracies of the two new functionals are compared to those of the recent N12 and MN12-L local functionals to show the effect of adding screened exchange, are compared to the previously best available screened exchange functional, HSE06, and are compared to the best available global-hybrid generalized gradient approximation (GGA) and to a high-performance long-range-corrected meta-GGA. © 2012 the Owner Societies.",
"Fu B., Han Y.-C., Bowman J.M., Leonori F., Balucani N., Angelucci L., Occhiogrosso A., Petrucci R., Casavecchia P.","Experimental and theoretical studies of the O(3P) + C 2H4 reaction dynamics: Collision energy dependence of branching ratios and extent of intersystem crossing","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84871212899&doi=10.1063%2f1.4746758&partnerID=40&md5=4c191549ce32761337e6645956237867","The reaction of O(3P) with C2H4, of importance in combustion and atmospheric chemistry, stands out as paradigm reaction involving not only the indicated triplet state potential energy surface (PES) but also an interleaved singlet PES that is coupled to the triplet surface. This reaction poses great challenges for theory and experiment, owing to the ruggedness and high dimensionality of these potentials, as well as the long lifetimes of the collision complexes. Crossed molecular beam (CMB) scattering experiments with soft electron ionization detection are used to disentangle the dynamics of this polyatomic multichannel reaction at a collision energy Ec of 8.4 kcal/mol. Five different primary products have been identified and characterized, which correspond to the five exothermic competing channels leading to H + CH2CHO, H + CH3CO, CH3 + HCO, CH2 + H2CO, and H2 + CH2CO. These experiments extend our previous CMB work at higher collision energy (Ec ∼ 13 kcal/mol) and when the results are combined with the literature branching ratios from kinetics experiments at room temperature (Ec ∼ 1 kcal/mol), permit to explore the variation of the branching ratios over a wide range of collision energies. In a synergistic fashion, full-dimensional, QCT surface hopping calculations of the O( 3P) + C2H4 reaction using ab initio PESs for the singlet and triplet states and their coupling, are reported at collision energies corresponding to the CMB and the kinetics ones. Both theory and experiment find almost an equal contribution from the triplet and singlet surfaces to the reaction, as seen from the collision energy dependence of branching ratios of product channels and extent of intersystem crossing (ISC). Further detailed comparisons at the level of angular distributions and translational energy distributions are made between theory and experiment for the three primary radical channel products, H + CH2CHO, CH 3 + HCO, and CH2 + H2CO. The very good agreement between theory and experiment indicates that QCT surface-hopping calculations, using reliable coupled multidimensional PESs, can yield accurate dynamical information for polyatomic multichannel reactions in which ISC plays an important role. © 2012 American Institute of Physics.",
"Lei J., Zhou Y., Xie D., Zhu H.","A new ab initio intermolecular potential energy surface and predicted rotational spectra of the Kr-H2O complex","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84871200885&doi=10.1063%2f1.4770263&partnerID=40&md5=aa20ecac817ee1ad19e6b8bad4d9440a","We report a new three-dimensional ab initio intermolecular potential energy surface for the Kr-H2O complex with the H2O monomer fixed at its experimental averaged structure. Using the supermolecular approach, the intermolecular potential energies were evaluated at the coupled-cluster singles and doubles level with noniterative inclusion of connected triples with the full counterpoise correction for the basis set superposition error and a large basis set including bond functions. The global minimum corresponding to a planar H-bond configuration was located at the intermolecular distance of 3.82 Å with a well depth of 169.98 cm-1. In addition, two first-order and one second-order saddle points were also identified. The combined radial discrete variable representation/angular finite basis representation method and the Lanczos algorithm were employed to calculate the rovibrational energy levels for 16 isotopic species of the Kr-H2O complexes. The rotational transition frequencies, structure parameters, and nuclear quadrupole coupling constants were also determined for the ground and first intermolecular vibrational excited states and are all in good agreement with the available experimental values. © 2012 American Institute of Physics.",
"Ma J., Zhu X., Guo H., Yarkony D.R.","First principles determination of the NH2/ND2(A,X) branching ratios for photodissociation of NH3/ND3 via full-dimensional quantum dynamics based on a new quasi-diabatic representation of coupled ab initio potential energy surfaces","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84871247712&doi=10.1063%2f1.4753425&partnerID=40&md5=60ff4bf78839855263c9f6ab00febdad","The A-band photodissociation of ammonia is an archetypical and long studied example of non-adiabatic dynamics in a polyatomic system. Due to a well-known conical intersection seam, electronically excited NH3 can produce either the ground (X2B1) state or the excited (A 2A1) state of the NH2 fragment. In this work, the non-adiabatic dynamics is investigated using a six-dimensional wave packet method and an improved version of a newly developed diabatic Hamiltonian based on high quality ab initio data. The A2A1/X 2B1 branching ratios are in excellent agreement with experimental estimates, thus validating the non-adiabatically coupled Hamiltonian. © 2012 American Institute of Physics.",
"Hollman D.S., Schaefer III H.F.","Arbitrary order Elyashevich-Wilson B tensor formulas for the most frequently used internal coordinates in molecular vibrational analyses","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84868353572&doi=10.1063%2f1.4759170&partnerID=40&md5=2f8a4cc05fdac4f1bf90920ac990454f","In recent years, internal coordinates have become the preferred means of expressing potential energy surfaces. The ability to transform quantities from chemically significant internal coordinates to primitive Cartesian coordinates and spectroscopically relevant normal coordinates is thus critical to the further development of computational chemistry. In the present work, general nth order formulas are presented for the Cartesian derivatives of the five most commonly used internal coordinates-bond stretching, bond angle, torsion, out-of-plane angle, and linear bending. To compose such formulas in a reasonably understandable fashion, a new notation is developed that is a generalization of that which has been used previously for similar purposes. The notation developed leads to easily programmable and reasonably understandable arbitrary order formulas, yet it is powerful enough to express the arbitrary order B tensor of a general, N-point internal coordinate, as is done herein. The techniques employed in the derivation of such formulas are relatively straightforward, and could presumably be applied to a number of other internal coordinates as needed. © 2012 American Institute of Physics.",
"Chadwick H., Brouard M., Chang Y.-P., Eyles C.J., Perkins T., Seamons S.A., Kos J., Alexander M.H., Aoiz F.J.","A new potential energy surface for OH(A 2Σ +)-Kr: The van der Waals complex and inelastic scattering","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84867786673&doi=10.1063%2f1.4757859&partnerID=40&md5=12cc04653f3f780b30da7034584a339f","New ab initio studies of the OH(A 2Σ)-Kr system reveal significantly deeper potential energy wells than previously believed, particularly for the linear configuration in which Kr is bound to the oxygen atom side of OH(A 2Σ). In spite of this difference with previous work, bound state calculations based on a new RCCSD(T) potential energy surface yield an energy level structure in reasonable accord with previous studies. However, the new calculations suggest the need for a reassignment of the vibrational levels of the electronically excited complex. Quantum mechanical and quasi-classical trajectory scattering calculations are also performed on the new potential energy surface. New experimental measurements of rotational inelastic scattering cross sections are reported, obtained using Zeeman quantum beat spectroscopy. The values of the rotational energy transfer cross sections measured experimentally are in good agreement with those derived from the dynamical calculations on the new adiabatic potential energy surface. © 2012 American Institute of Physics.",
"Carter S., Sharma A.R., Bowman J.M.","First-principles calculations of rovibrational energies, dipole transition intensities and partition function for ethylene using MULTIMODE","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84867834850&doi=10.1063%2f1.4758005&partnerID=40&md5=1473f4b425c62e86602c2cb1d33034dc","Large-scale, rovibrational variational calculations are performed for ethylene, using the potential energy surface published by Avila and Carrington [J. Chem. Phys. 135, 064101 (2011)10.1063/1.3617249]. Energies for J = 0 are in very good agreement with their benchmark results. Corresponding energies for J = 1 and J = 2 are also given. Calculations with a slightly reduced basis permit energies to J = 40, allowing a reliable determination of the partition function at 296 K. Using a new ab initio dipole moment surface, reported here, the infrared spectra of five dipole-allowed fundamentals are calculated. Both the partition function and infrared spectra are shown to be in excellent agreement with those in the experimental HITRAN database, with the exception of one band, which we believe is partially mis-assigned in HITRAN. © 2012 American Institute of Physics.",
"Peverati R., Truhlar D.G.","An improved and broadly accurate local approximation to the exchange-correlation density functional: The MN12-L functional for electronic structure calculations in chemistry and physics","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84866361092&doi=10.1039%2fc2cp42025b&partnerID=40&md5=430e2fcc3559c2ba6752c5ffb08af691","We report a new local exchange-correlation energy functional that has significantly improved across-the-board performance, including main-group and transition metal chemistry and solid-state physics, especially atomization energies, ionization potentials, barrier heights, noncovalent interactions, isomerization energies of large moleucles, and solid-state lattice constants and cohesive energies. © 2012 the Owner Societies.",
"Wang L., Xie D., Le Roy R.J., Roy P.-N.","A new four-dimensional ab initio potential energy surface for N 2O-He and vibrational band origin shifts for the N 2O-He N clusters with N 1-40","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84866377151&doi=10.1063%2f1.4749248&partnerID=40&md5=70549fcfe500cc14bcaf4c59a77b22e5","A new four-dimensional ab initio potential energy surface for N 2O-He is constructed at the CCSD(T) level with an aug-cc-pVQZ basis set together with bond functions. The vibrational coordinates Q 1 and Q 3 of N 2O are explicitly included, due to the strong coupling between the symmetric and asymmetric stretches of N 2O. A global potential energy surface is obtained by fitting the original potential points to a four-dimensional Morselong range (MLR) analytical form. In the fitting, the ab initio noise in the long range region of the potential is smoothed over by theoretically fixed long range parameters. Two-dimensional intermolecular potentials for both the ground and the excited υ 3 states of N 2O are then constructed by vibrationally averaging the four-dimensional potential. Based on the two-dimensional potentials, we use the path integral Monte Carlo algorithm to calculate the vibrational band origin shifts for the N 2O-He N clusters using a first order perturbation theory estimate. The calculated shifts agree reasonably well with the experimental values and reproduce the evolution tendency from dimer to large clusters. © 2012 American Institute of Physics.",
"Papajak E., Seal P., Xu X., Truhlar D.G.","Thermochemistry of radicals formed by hydrogen abstraction from 1-butanol, 2-methyl-1-propanol, and butanal","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84866411766&doi=10.1063%2f1.4742968&partnerID=40&md5=50bc374d5546cfa924d483b68292600b","We calculate the standard state entropy, heat capacity, enthalpy, and Gibbs free energy for 13 radicals important for the combustion chemistry of biofuels. These thermochemical quantities are calculated from recently proposed methods for calculating partition functions of complex molecules by taking into account their multiple conformational structures and torsional anharmonicity. The radicals considered in this study are those obtained by hydrogen abstraction from 1-butanol, 2-methyl-1-propanol, and butanal. Electronic structure calculations for all conformers of the radicals were carried out using both density functional theory and explicitly correlated coupled cluster theory with quasipertubative inclusion of connected triple excitations. The heat capacity and entropy results are compared with sparsely available group additivity data, and trends in enthalpy and free energy as a function of radical center are discussed for the isomeric radicals. © 2012 American Institute of Physics.",
"Tscherbul T.V., Grinev T.A., Yu H.-G., Dalgarno A., Kos J., Ma L., Alexander M.H.","Cold collisions of polyatomic molecular radicals with S-state atoms in a magnetic field: An ab initio study of He CH 2(X̃) collisions","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84866371832&doi=10.1063%2f1.4748258&partnerID=40&md5=616c6165c7619a3d9214e76bc2473595","We develop a rigorous quantum mechanical theory for collisions of polyatomic molecular radicals with S-state atoms in the presence of an external magnetic field. The theory is based on a fully uncoupled space-fixed basis set representation of the multichannel scattering wave function. Explicit expressions are presented for the matrix elements of the scattering Hamiltonian for spin-1/2 and spin-1 polyatomic molecular radicals interacting with structureless targets. The theory is applied to calculate the cross sections and thermal rate constants for spin relaxation in low-temperature collisions of the prototypical organic molecule methylene [CH 2(X̃3B 1)] with He atoms. To this end, two accurate three-dimensional potential energy surfaces (PESs) of the He- CH 2(X̃3B 1) complex are developed using the state-of-the-art coupled-cluster method including single and double excitations along with a perturbative correction for triple excitations and large basis sets. Both PESs exhibit shallow minima and are weakly anisotropic. Our calculations show that spin relaxation in collisions of CH 2, CHD, and CD 2 molecules with He atoms occurs at a much slower rate than elastic scattering over a large range of temperatures (1 μK-1 K) and magnetic fields (0.01-1 T), suggesting excellent prospects for cryogenic helium buffer-gas cooling of ground-state ortho- CH 2(X̃3B 1) molecules in a magnetic trap. Furthermore, we find that ortho-CH 2 undergoes collision-induced spin relaxation much more slowly than para-CH 2, which indicates that magnetic trapping can be used to separate nuclear spin isomers of open-shell polyatomic molecules. © 2012 American Institute of Physics.",
"Li J., Dawes R., Guo H.","An ab initio based full-dimensional global potential energy surface for FH 2O(X 2A′) and dynamics for the F + H 2O → HF + HO reaction","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84866131284&doi=10.1063%2f1.4748857&partnerID=40&md5=e31f9c8b7b0bb3b5c01ae1bbe20c5c60","A global potential energy surface (PES) for the ground electronic state of FH 2O is constructed based on more than 30 000 ab initio points at the multi-reference configuration interaction level. The PES features a pre-reaction van der Waals well and two post-reaction hydrogen-bonded complexes, as well as a reactant-like transition state with a classical barrier of 3.8 kcalmol. The adiabatic F H 2O → HF OH reaction dynamics on this PES was investigated using a standard quasi-classical trajectory method. In agreement with experiment, the HF product contains significant vibrational excitation with limited rotational excitation, while the OH product is internally cold, reflecting its spectator role in the reaction. The products are primarily scattered in the backward direction, consistent with a direct abstraction mechanism. © 2012 American Institute of Physics.",
"Dagdigian P.J., Alexander M.H.","Exact quantum scattering calculation of transport properties for free radicals: OH(X 2Π)-helium","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84866138265&doi=10.1063%2f1.4748141&partnerID=40&md5=379b11fbbdacfbdb77d1c3b4cdb8eb67","Transport properties for OH-He are computed through quantum scattering calculations using the ab initio potential energy surfaces determined by Lee J. Chem. Phys. 113, 5736 (2000)10.1063/1.1290605. To gauge the importance of the open-shell character of OH and the anisotropy of the potential on the transport properties, including the collision integrals Ω (1,1) and Ω (2,2), as well as the diffusion coefficient, calculations were performed with the full potential, with the difference potential V dif set to zero, and with only the spherical average of the potential. Slight differences (3-5) in the computed diffusion coefficient were found between the values obtained using the full potential and the truncated potentials. The computed diffusion coefficients were compared to recent experimental measurements and those computed with a Lennard-Jones (LJ) 12-6 potential. The values obtained with the full potential were slightly higher than the experimental values. The LJ 12-6 potential was found to underestimate the variation in temperature as compared to that obtained using the full OH-He ab initio potential. © 2012 American Institute of Physics.",
"Wang L., Xie D.","Finite temperature path integral Monte Carlo simulations of structural and dynamical properties of Ar N-CO 2 clusters","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84865446403&doi=10.1063%2f1.4746941&partnerID=40&md5=bd1f6f8707ee4c963979b0eeff33e357","We report finite temperature quantum mechanical simulations of structural and dynamical properties of Ar N-CO 2 clusters using a path integral Monte Carlo algorithm. The simulations are based on a newly developed analytical Ar-CO 2 interaction potential obtained by fitting ab initio results to an anisotropic two-dimensional MorseLong-range function. The calculated distributions of argon atoms around the CO 2 molecule in Ar N-CO 2 clusters with different sizes are consistent to the previous studies of the configurations of the clusters. A first-order perturbation theory is used to quantitatively predict the CO 2 vibrational frequency shift in different clusters. The first-solvation shell is completed at N 17. Interestingly, our simulations for larger Ar N-CO 2 clusters showed several different structures of the argon shell around the doped CO 2 molecule. The observed two distinct peaks (2338.8 and 2344.5 cm -1) in the υ 3 band of CO 2 may be due to the different arrangements of argon atoms around the dopant molecule. © 2012 American Institute of Physics.",
"Papajak E., Truhlar D.G.","What are the most efficient basis set strategies for correlated wave function calculations of reaction energies and barrier heights","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84865172028&doi=10.1063%2f1.4738980&partnerID=40&md5=b4f5601797a3fa59537367682dd65dc5","As electronic structure methods are being used to obtain quantitatively accurate reaction energies and barrier heights for increasingly larger systems, the choice of an efficient basis set is becoming more critical. The optimum strategy for achieving basis set convergence can depend on the way that electron correlation is treated and can take advantage of flexibility in the order in which basis functions are added. Here we study several approaches for estimating accurate reaction energies and barrier heights from post-Hartree-Fock electronic structure calculations. First and second, we evaluate methods of estimating the basis set limit of second order Moller-Plesset perturbation theory and of coupled cluster theory with single and double excitations and a quasiperturbative treatment of connected triple excitations by using explicitly correlated basis functions (in the F12a implementation) along with valence, polarization, and diffuse one-electron basis functions. Third, we test the scheme of adding a higher-order correction to MP2 results (sometimes called MP2CBS ΔCCSD(T)). Finally, we evaluate the basis set requirements of these methods in light of comparisons to Weizmann-3.2, Weizmann-4, and CCSDT(2) QCBSCVR results. © 2012 American Institute of Physics.",
"Sokolov A.Y., Wilke J.J., Simmonett A.C., Schaefer III H.F.","Analytic gradients for density cumulant functional theory: The DCFT-06 model","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84864847761&doi=10.1063%2f1.4739423&partnerID=40&md5=0c8508f412edd7e8881720b95caf4dd2","Density cumulant functional theory (DCFT) is one of a number of nascent electron correlation methods that are derived from reduced density matrices and cumulants thereof, instead of the wavefunction. Deriving properties from the density cumulant naturally yields methods that are size extensive and size consistent. In this work, we derive expressions for the analytic gradient, with respect to an external perturbation, for the DCFT-06 variant of density cumulant functional theory. Despite the fact that the DCFT-06 energy functional is stationary with respect to the density cumulant, the analytic gradients of the energy require the solution of perturbation-independent equations for both orbital and cumulant response. These two sets of linear response equations are coupled in nature and are solved iteratively with the solution of orbital and cumulant response equations each macroiteration, exhibiting rapid convergence. The gradients are implemented and benchmarked against coupled cluster theory with single and double excitations (CCSD) and CCSD with perturbative triple excitations [CCSD(T)], as well as accurate empirically corrected experimental data, for a test set comprising 15 small molecules. For most of the test cases, results from DCFT-06 are closer to CCSD(T) and empirical data than those from CCSD. Although the total energy and analytic gradient have the same asymptotic scaling, the present experience shows that the computational cost of the gradient is significantly lower. © 2012 American Institute of Physics.",
"Xie C., Li J., Xie D., Guo H.","Quasi-classical trajectory study of the H + CO 2 → HO + CO reaction on a new ab initio based potential energy surface","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84863927336&doi=10.1063%2f1.4733334&partnerID=40&md5=c3663a94b8bcb37a22ce8beddfb890e5","A detailed quasi-classical trajectory study of the H CO 2 → HO CO reaction is reported on an accurate potential energy surface based on ab initio data. The influence of the vibrational and rotational excitations of CO 2 was investigated up to the collision energy of 2.35eV. It was found that the total reaction integral cross section increases monotonically with the collision energy, consistent with experimental results. The excitation of the CO 2 bending vibration enhances the reaction, while the excitation in its asymmetric stretching vibration inhibits the reaction. The calculated thermal rate constants are in excellent agreement with experiment. At the state-to-state level, the rotational state distributions of the HO product are in good agreement with experimental results, while those for the CO product are much hotter than measurements. The calculated differential cross sections are dominated by forward scattering, suggesting that the lifetime of the HOCO intermediate may not be sufficiently long to render the reaction completely statistical. © 2012 American Institute of Physics.",
"Grechko M., Aseev O., Rizzo T.R., Zobov N.F., Lodi L., Tennyson J., Polyansky O.L., Boyarkin O.V.","Stark coefficients for highly excited rovibrational states of H 2O","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84863509168&doi=10.1063%2f1.4730295&partnerID=40&md5=24c1ba8199d68c45b3b48d88f5e373d4","Quantum beat spectroscopy is combined with triple-resonance vibrational overtone excitation to measure the Stark coefficients (SCs) of the water molecule for 28 rovibrational levels lying from 27 600 to 41 000 cm -1. These data provide a stringent test for assessing the accuracy of the available potential energy surfaces (PESs) and dipole moment surfaces (DMSs) of this benchmark molecule in this energy region, which is inaccessible by direct absorption. SCs, calculated using the combination of a high accuracy, spectroscopically determined PES and a recent ab initio DMS, are within the 1 accuracy of available experimental data for levels below 25 000 cm -1, and within 4.5 for coefficients associated with levels up to 35 000 cm -1. However, the error in the computed coefficients is over 60 for the very high rovibrational states lying just below the lowest dissociation threshold, due, it seems, to lack of a high accuracy PES in this region. The comparative analysis suggests further steps, which may bring the theoretical predictions closer to the experimental accuracy. © 2012 American Institute of Physics.",
"Barragán P., Prosmiti R., Wang Y., Bowman J.M.","Full-dimensional (15-dimensional) ab initio analytical potential energy surface for the H 7 + cluster","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84866915235&doi=10.1063%2f1.4726126&partnerID=40&md5=421fbb3068886c528db66c28d72a8d47","Full-dimensional ab initio potential energy surface is constructed for the H7+ cluster. The surface is a fit to roughly 160 000 interaction energies obtained with second-order MöllerPlesset perturbation theory and the cc-pVQZ basis set, using the invariant polynomial method [B. J. Braams and J. M. Bowman, Int. Rev. Phys. Chem. 28, 577 (2009)10.1080/01442350903234923]. We employ permutationally invariant basis functions in Morse-type variables for all the internuclear distances to incorporate permutational symmetry with respect to interchange of H atoms into the representation of the surface. We describe how different configurations are selected in order to create the database of the interaction energies for the linear least squares fitting procedure. The root-mean-square error of the fit is 170 cm -1 for the entire data set. The surface dissociates correctly to the H5+ H 2 fragments. A detailed analysis of its topology, as well as comparison with additional ab initio calculations, including harmonic frequencies, verify the quality and accuracy of the parameterized potential. This is the first attempt to present an analytical representation of the 15-dimensional surface of the H7+ cluster for carrying out dynamics studies. © 2012 American Institute of Physics.",
"Han Y.-C., Sharma A.R., Bowman J.M.","Quasiclassical trajectory study of fast H-atom collisions with acetylene","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84862561511&doi=10.1063%2f1.4728069&partnerID=40&md5=f25ea9a10f2fcfe7e8688b9e100d9e5d","Translationally hot H collisions with the acetylene are investigated using quasiclassical trajectory calculations, on a recent full-dimensional ab initio-based potential energy surface. Three outcomes are focused on: non-reactive energy transfer via prompt collisions, non-reactive energy transfer via the formation of the vinyl complex, and reactive chemical H-atom exchange, also via complex formation. The details of these outcomes are presented and correlated with the collision lifetime. Large energy transfer is found via complex formation, which can subsequently decay back to reactants, a non-reactive event, or to new products, a reactive event. For the present system, these two events are experimentally indistinguishable. © 2012 American Institute of Physics.",
"Lei J., Xiao M., Zhou Y., Xie D.","A new ab initio intermolecular potential energy surface and predicted rotational spectra of the Ne-H 2S complex","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84862561213&doi=10.1063%2f1.4725715&partnerID=40&md5=5d2f799846cd47777646d1a83f477f2a","We report a new three-dimensional ab initio intermolecular potential energy surface for the Ne-H 2S complex with H 2S monomer fixed at its experimental average structure. Using the supermolecular approach, the intermolecular potential energies were evaluated at CCSD(T) (coupled cluster with single and double and perturbative triple excitations) level with large basis sets including bond functions. The full counterpoise procedure was employed to correct the basis set superposition error. The planar T-shaped global minimum is located at the intermolecular distance of 3.51 Å with a well depth of 71.57 cm -1. An additional planar local minimum was found to be separated from the global minimum with an energy barrier of 23.11 cm -1. In addition, two first-order and one second-order saddle points were also located. The combined radial discrete variable representation/angular finite basis representation method and the Lanczos algorithm were employed to evaluate the rovibrational energy levels for eight isotopic species of the Ne-H 2S complexes. The rotational transition frequencies for the eight isotopomers were also determined for the ground and first vibrational excited states, which are all in very good agreement with the available experimental values. © 2012 American Institute of Physics.",
"Bozkaya U., Schaefer III H.F.","Symmetric and asymmetric triple excitation corrections for the orbital-optimized coupled-cluster doubles method: Improving upon CCSD(T) and CCSD(T) Λ: Preliminary application","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84862585774&doi=10.1063%2f1.4720382&partnerID=40&md5=3fb5faf3f907f39e553979af7b2bf085","Symmetric and asymmetric triple excitation corrections for the orbital-optimized coupled-cluster doubles (OO-CCD or simply OD for short) method are investigated. The conventional symmetric and asymmetric perturbative triples corrections [(T) and (T) Λ] are implemented, the latter one for the first time. Additionally, two new triples corrections, denoted as OD(Λ) and OD(Λ) T, are introduced. We applied the new methods to potential energy surfaces of the BH, HF, C 2, N 2, and CH 4 molecules, and compare the errors in total energies, with respect to full configuration interaction, with those from the standard coupled-cluster singles and doubles (CCSD), with perturbative triples [CCSD(T)], and asymmetric triples correction (CCSD(T) Λ) methods. The CCSD(T) method fails badly at stretched geometries, the corresponding nonparallelity error is 7-281 kcal mol -1, although it gives reliable results near equilibrium geometries. The new symmetric triples correction, CCSD(Λ), noticeably improves upon CCSD(T) (by 4-14 kcal mol -1) for BH, HF, and CH 4; however, its performance is worse than CCSD(T) (by 1.6-4.2 kcal mol -1) for C 2 and N 2. The asymmetric triples corrections, CCSD(T) Λ and CCSD(Λ) T, perform remarkably better than CCSD(T) (by 5-18 kcal mol -1) for the BH, HF, and CH 4 molecules, while for C 2 and N 2 their results are similar to those of CCSD(T). Although the performance of CCSD and OD is similar, the situation is significantly different in the case of triples corrections, especially at stretched geometries. The OD(T) method improves upon CCSD(T) by 1-279 kcal mol -1. The new symmetric triples correction, OD(Λ), enhances the OD(T) results (by 0.01-2.0 kcal mol -1) for BH, HF, and CH 4; however, its performance is worse than OD(T) (by 1.9-2.3 kcal mol -1) for C 2 and N 2. The asymmetric triples corrections, OD(T) Λ and OD(Λ) T, perform better than OD(T) (by 2.0-6.2 kcal mol -1). The latter method is slightly better for the BH, HF, and CH 4 molecules. However, for C 2 and N 2 the new results are similar to those of OD(T). For the BH, HF, and CH 4 molecules, OD(Λ) T provides the best potential energy curves among the considered methods, while for C 2 and N 2 the OD(T) method prevails. Hence, for single-bond breaking the OD(Λ) T method appears to be superior, whereas for multiple-bond breaking the OD(T) method is better. © 2012 American Institute of Physics.",
