Authors,Title,Link,Abstract,Author Keywords,Index Keywords
"Williams S.A., Harata-Lee Y., Comerford I., Anderson R.L., Smyth M.J., McColl S.R.","Multiple functions of CXCL12 in a syngeneic model of breast cancer","https://www.scopus.com/inward/record.uri?eid=2-s2.0-77957696221&doi=10.1186%2f1476-4598-9-250&partnerID=40&md5=2d9c9abbebee499105907615bb971d05","Background: A growing body of work implicates chemokines, in particular CXCL12 and its receptors, in the progression and site-specific metastasis of various cancers, including breast cancer. Various agents have been used to block the CXCL12-CXCR4 interaction as a means of inhibiting cancer metastasis. However, as a potent chemotactic factor for leukocytes, CXCL12 also has the potential to enhance anti-cancer immunity. To further elucidate its role in breast cancer progression, CXCL12 and its antagonist CXCL12(P2G)were overexpressed in the syngeneic 4T1.2 mouse model of breast carcinoma.Results: While expression of CXCL12(P2G)significantly inhibited metastasis, expression of wild-type CXCL12 potently inhibited both metastasis and primary tumor growth. The effects of wild-type CXCL12 were attributed to an immune response characterized by the induction of CD8+T cell activity, enhanced cell-mediated cytotoxicity, increased numbers of CD11c+cells in the tumor-draining lymph nodes and reduced accumulation of myeloid-derived suppressor cells in the spleen.Conclusions: This study highlights the need to consider carefully therapeutic strategies that block CXCL12 signaling. Therapies that boost CXCL12 levels at the primary tumor site may prove more effective in the treatment of metastatic breast cancer. © 2010 Williams et al; licensee BioMed Central Ltd.",,"glycoprotein p 15095; stromal cell derived factor 1; chemokine receptor CXCR4; stromal cell derived factor 1; animal cell; animal experiment; animal model; antigen expression; antigen function; article; breast cancer; cancer cell culture; cancer growth; CD8+ T lymphocyte; cell mediated cytotoxicity; controlled study; female; gene overexpression; immune response; in vitro study; lymph node; metastasis; metastasis potential; mouse; myeloid progenitor cell; nonhuman; reverse transcription polymerase chain reaction; suppressor cell; tumor growth; tumor vascularization; animal; Bagg albino mouse; breast tumor; cell proliferation; dendritic cell; drug antagonism; flow cytometry; genetics; immunohistochemistry; metabolism; mouse mutant; pathology; tumor cell line; Animals; Breast Neoplasms; Cell Line, Tumor; Cell Proliferation; Chemokine CXCL12; Dendritic Cells; Female; Flow Cytometry; Immunohistochemistry; Mice; Mice, Inbred BALB C; Mice, SCID; Receptors, CXCR4"
"Senar J.C., Møller A.P., Ruiz I., Negro J.J., Broggi J., Hohtola E.","Specific appetite for carotenoids in a colorful bird","https://www.scopus.com/inward/record.uri?eid=2-s2.0-77956281610&doi=10.1371%2fjournal.pone.0010716&partnerID=40&md5=51d9ae649f16f9c079c61e3811cb5371","Background: Since carotenoids have physiological functions necessary for maintaining health, individuals should be selected to actively seek and develop a specific appetite for these compounds. Methodology/Principal Findings: Great tits Parus major in a diet choice experiment, both in captivity and the field, preferred carotenoid-enriched diets to control diets. The food items did not differ in any other aspects measured besides carotenoid content. Conclusions/Significance: Specific appetite for carotenoids is here demonstrated for the first time, placing these compounds on a par with essential nutrients as sodium or calcium. © 2010 Senar et al.",,"calcium; carotenoid; fat; sodium; carotenoid; animal experiment; appetite; article; bird; controlled study; diet restriction; experimental design; fat content; food analysis; food intake; food preference; male; nonhuman; nutrient; animal; appetite; bird; decision making; feeding behavior; metabolism; physiology; pigmentation; Tenebrio; Aves; Parus major; Animals; Appetite; Birds; Carotenoids; Choice Behavior; Feeding Behavior; Male; Pigmentation; Tenebrio"
"Yang C., Liang W., Cai Y., Shi S., Takasu F., Møller A.P., Antonov A., Fossøy F., Moksnes A., Røskaft E., Stokke B.G.","Coevolution in action: Disruptive selection on egg colour in an avian brood parasite and its host","https://www.scopus.com/inward/record.uri?eid=2-s2.0-77956516258&doi=10.1371%2fjournal.pone.0010816&partnerID=40&md5=34c56a06d049fd0c8e7379cbe99f150c","Background: Trait polymorphism can evolve as a consequence of frequency-dependent selection. Coevolutionary interactions between hosts and parasites may lead to selection on both to evolve extreme phenotypes deviating from the norm, through disruptive selection. Methodology/Principal finding: Here, we show through detailed field studies and experimental procedures that the ashy-throated parrotbill (Paradoxornis alphonsianus) and its avian brood parasite, the common cuckoo (Cuculus canorus), have both evolved egg polymorphism manifested in discrete immaculate white, pale blue, and blue egg phenotypes within a single population. In this host-parasite system the most common egg colours were white and blue, with no significant difference in parasitism rates between hosts laying eggs of either colour. Furthermore, selection on parasites for countering the evolution of host egg types appears to be strong, since ashy-throated parrotbills have evolved rejection abilities for even partially mimetic eggs. Conclusions/Significance: The parrotbill-cuckoo system constitutes a clear outcome of disruptive selection on both host and parasite egg phenotypes driven by coevolution, due to the cost of parasitism in the host and by host defences in the parasite. The present study is to our knowledge the first to report the influence of disruptive selection on evolution of discrete phenotypes in both parasite and host traits in an avian brood parasitism system. © 2010 Yang et al.",,"article; color; Cuculus canorus; egg; fowl; genetic polymorphism; host parasite interaction; nest predation; nonhuman; Paradoxornis alphonsianus; parasite; parasitism; phenotype; Animals; Biological Evolution; Birds; Clutch Size; Contrast Sensitivity; Host-Parasite Interactions; Nesting Behavior; Ovum; Parasites; Pigmentation; Predatory Behavior; Time Factors; Aves; Cuculus canorus; Paradoxornis alphonsianus"
"Møller A.P., Soler J.J., Martín Vivaldi M.","Spatial heterogeneity in distribution and ecology of Western Palearctic birds","https://www.scopus.com/inward/record.uri?eid=2-s2.0-77956587575&doi=10.1890%2f09-1300.1&partnerID=40&md5=05ff81287dc48b53a17b31e87fe73e2a","Species vary in abundance and heterogeneity of spatial distribution, and the ecological and evolutionary consequences of such variability are poorly known. Evolutionary adaptation to heterogeneously distributed resources may arise from local adaptation with individuals of such locally adapted populations rarely dispersing long distances and hence having small populations and small overall ranges. We quantified mean population density and spatial heterogeneity in population density of 197 bird species across 12 similarly sized regions in the Western Palearctic. Variance in population density among regions differed significantly from a Poisson distribution, suggesting that random processes cannot explain the observed patterns. National estimates of means and variances in population density were positively correlated with continental estimates, suggesting that means and variances were maintained across spatial scales. We used Morisita's index of population abundance as an estimate of heterogeneity in distribution among regions to test a number of predictions. Heterogeneously distributed passerine bird species as reflected, by Morisita's index had small populations, low population densities, and small breeding ranges. Their breeding populations had been consistently maintained at low levels for considerable periods of time, because the degree of genetic variation in a subsample of non-passerines and passerines was significantly negatively related to heterogeneity in distribution. Heterogeneously distributed passerine species were not more often habitat specialists than homogeneously distributed species. Furthermore, heterogeneously distributed passerine species had high annual adult survival rates but did not differ in annual fecundity from homogeneously distributed species. Heterogeneously distributed passerine species rarely colonized urban habitats. Finally, homogeneously distributed bird species were hosts to a greater diversity of blood parasite species than heterogeneously distributed species. In conclusion, small breeding ranges, population sizes, and population densities of heterogeneously distributed passerine bird species, combined with their low degree of genetic variability, and their inability to colonize urban areas may render such species particularly susceptible to human-influenced global climatic changes. © 2010 by the Ecological Society of America.","Band-sharing coefficient; Blood parasites; Dispersal; Fragmentation; Morisita's index; Spatial scale; Specialization","abundance; breeding population; climate change; evolutionary biology; fecundity; genetic variation; geographical distribution; hemoparasite; heterogeneity; local adaptation; passerine; population density; population size; spatial analysis; specialization; survival; Africa; animal; animal parasitosis; article; Asia; bird disease; classification; demography; ecosystem; Europe; parasitology; physiology; songbird; Africa; Animals; Asia; Bird Diseases; Demography; Ecosystem; Europe; Parasitic Diseases, Animal; Passeriformes; Europe; Middle East; North Africa; Aves; Passeriformes"
"Dey C.J., O'Connor C.M., Gilmour K.M., Van Der Kraak G., Cooke S.J.","Behavioral and physiological responses of a wild teleost fish to cortisol and androgen manipulation during parental care","https://www.scopus.com/inward/record.uri?eid=2-s2.0-77956283026&doi=10.1016%2fj.yhbeh.2010.06.016&partnerID=40&md5=e44ed9492f3d777d0195e4bb6e8fd1e7","Proximate mediators of reproductive behaviors in vertebrates have a long history of study. In fishes, relatively few studies have focused on hormonal control of parental care, despite a comprehensive background on the general physiology of fishes, and the frequent occurrence of parental care behaviors. Studies on this taxon have repeatedly found that the relationships between androgens and paternal care do not follow the predictions made in the avian and mammalian literature. Glucocorticoids may also have a role in mediating parental behaviors, possibly through their role as regulators of metabolism. As such, we investigated the role of 11-ketotestosterone (11-KT) and cortisol in mediating parental effort of male smallmouth bass (Micropterus dolomieu) by manipulating hormone titers in wild fish. In smallmouth bass, males spawn annually with a single female and defend a single brood for up to 30. days. Treatment of parental fish with cyproterone acetate (CYA; an androgen receptor antagonist) resulted in a decrease in nest defense in response to a simulated brood predator; however, no changes in nest success, nest tending or biochemical indicators of nutritional status were detected. Treatment with exogenous cortisol did not change parental behavior, but did increase the rate of nest failure, possibly owing to the energetic cost of chronically elevated cortisol concentrations. We discuss these findings in the context of resource-driven trade-offs and highlight life history as an important factor controlling parental effort in species with costly parental care behaviors. © 2010 Elsevier Inc.","11-Ketotestosterone; Challenge hypothesis; Corticosterone; Cyproterone acetate; Fish; Micropterus dolomieu; Parental care; Smallmouth bass; Teleost","11 oxotestosterone; androgen; cyproterone acetate; hydrocortisone; animal experiment; article; chemical analysis; concentration (parameters); controlled study; life history; male; nesting; nonhuman; nutritional status; parental behavior; Perciformes; predator; priority journal; spawning; teleost; wild type; Androgen Antagonists; Androgens; Animals; Animals, Wild; Bass; Behavior, Animal; Biological Markers; Cyproterone Acetate; Female; Hydrocortisone; Male; Maternal Behavior; Nesting Behavior; Nutrition Assessment; Paternal Behavior"
"Oh C., De Zoysa M., Nikapitiya C., Whang I., Kim Y.C., Kang D.-H., Heo S.-J., Choi Y.-U., Choi C.Y., Lee J.-S., Lee J.","Tumor suppressor QM-like gene from disk abalone (Haliotis discus discus): Molecular characterization and transcriptional analysis upon immune challenge","https://www.scopus.com/inward/record.uri?eid=2-s2.0-77954543331&doi=10.1016%2fj.fsi.2010.05.007&partnerID=40&md5=625081976525b492786f1b23bbf7cfe6","We describe molecular characterization and transcriptional analysis of the gene encoding tumor suppressor QM-like protein, AbQM, in the disk abalone Haliotis discus discus. The full-length cDNA (765-bp) of AbQM was found to consist of a 654-bp ORF coding for a 218 amino acid protein of a 25 kDa molecular mass with a 10.2 isoelectric point. Analysis of AbQM sequence revealed the presence of characteristic motifs, including the ribosomal protein L10 signature, SH3-binding motif and two antibiotic binding sites. Phylogenetic analysis confirmed that AbQM is closely related to other mollusk QM proteins, and altogether they form a mollusk QM protein sub-family which displays evolutionary conservation from yeast to human.Tissue-specific expression and transcriptional regulation of AbQM was analyzed by quantitative real-time PCR in response to bacterial (Vibrio alginolyticus and Vibrio parahemolyticus, Listeria monocytogenes) and viral (viral hemorrhagic septicemia virus, VHSV) challenge. AbQM transcripts were found to be expressed ubiquitously in all examined tissues in a constitutive manner, as similar expression levels were detected in hemocytes, mantle, digestive tract and muscle. Upon bacterial and VHSV challenge, AbQM showed significant up-regulation in gills, but not in hemocytes. Taken together, these findings suggest that AbQM in abalone-like mollusks can respond to and facilitate a defensive effect against pathogenic infection. © 2010 Elsevier Ltd.","Abalone Haliotis discus discus; Hemocytes; Invertebrate; QM gene; Tumor suppressor","ribosomal protein L10; ribosome protein; amino acid sequence; animal; article; bacterium; classification; gastropod; gene expression profiling; gene expression regulation; genetics; immunology; innate immunity; microbiology; molecular genetics; nucleotide sequence; phylogeny; physiology; sequence alignment; Viral hemorrhagic septicemia virus; Bacteria; gastropod; gene expression regulation; innate immunity; microbiology; Novirhabdovirus; physiology; Amino Acid Sequence; Animals; Bacteria; Base Sequence; Gastropoda; Gene Expression Profiling; Gene Expression Regulation; Immunity, Innate; Molecular Sequence Data; Novirhabdovirus; Phylogeny; Ribosomal Proteins; Sequence Alignment; Bacteria (microorganisms); Haliotidae; Haliotis discus discus; Invertebrata; Listeria monocytogenes; Mollusca; Vibrio alginolyticus; Vibrio parahaemolyticus; Viral hemorrhagic septicemia virus; Amino Acid Sequence; Animals; Bacteria; Base Sequence; Gastropoda; Gene Expression Profiling; Gene Expression Regulation; Immunity, Innate; Molecular Sequence Data; Novirhabdovirus; Phylogeny; Ribosomal Proteins; Sequence Alignment"
"Hill G.R., Olver S.D., Kuns R.D., Varelias A., Raffelt N.C., Don A.L., Markey K.A., Wilson Y.A., Smyth M.J., Iwakura Y., Tocker J., Clouston A.D., MacDonald K.P.A.","Stem cell mobilization with G-CSF induces type 17 differentiation and promotes scleroderma","https://www.scopus.com/inward/record.uri?eid=2-s2.0-77955873442&doi=10.1182%2fblood-2009-11-256495&partnerID=40&md5=310805d9c5ea1ec51fe34d81d5851bc6","The recent shift to the use of stem cells mobilized by granulocyte colony-stimulating factor (G-CSF) for hematopoietic transplantation has increased chronic graftversus-host disease (GVHD), although the mechanisms of this are unclear. We have found that G-CSF invokes potent type 17 rather than type 1 or type 2 differentiation. The amplification of interleukin-17 (IL-17) production by G-CSF occurs in both CD4 and CD8 conventional T cells and is dependent on, and downstream of, G-CSF-induced IL-21 signaling. Importantly, donor IL-17A controls the infiltration of macrophages into skin and cutaneous fibrosis, manifesting late after transplantation as scleroderma. Interestingly, donor CD8 T cells were the predominant source of IL-17A after transplantation and could mediate scleroderma independently of CD4 T cells. This study provides a logical explanation for the propensity of allogeneic stem cell transplantation to invoke sclerodermatous GVHD and suggests a therapeutic strategy for intervention. © 2010 by The American Society of Hematology.",,"interleukin 17; interleukin 21; recombinant granulocyte colony stimulating factor; cytokine; interleukin 17; interleukin 21; interleukin derivative; animal cell; animal experiment; animal model; animal tissue; article; CD4+ T lymphocyte; CD8+ T lymphocyte; cell differentiation; female; graft versus host reaction; macrophage; mouse; nonhuman; priority journal; scleroderma; skin fibrosis; stem cell mobilization; stem cell transplantation; allotransplantation; animal; Bagg albino mouse; biosynthesis; bone marrow transplantation; CD4+ T lymphocyte; CD8+ T lymphocyte; cell differentiation; cross breeding; DBA mouse; drug effect; fibrosis; graft versus host reaction; hematopoietic stem cell transplantation; human; immunology; localized scleroderma; metabolism; pathology; physiology; radiation chimera; secretion; signal transduction; skin; stem cell mobilization; T lymphocyte subpopulation; transplantation; Animals; Bone Marrow Transplantation; CD4-Positive T-Lymphocytes; CD8-Positive T-Lymphocytes; Cell Differentiation; Crosses, Genetic; Cytokines; Female; Fibrosis; Graft vs Host Disease; Hematopoietic Stem Cell Mobilization; Hematopoietic Stem Cell Transplantation; Humans; Interleukin-17; Interleukins; Macrophages; Mice; Mice, Inbred BALB C; Mice, Inbred DBA; Radiation Chimera; Scleroderma, Localized; Signal Transduction; Skin; T-Lymphocyte Subsets; Transplantation, Homologous"
"Pegram H.J., Haynes N.M., Smyth M.J., Kershaw M.H., Darcy P.K.","Characterizing the anti-tumor function of adoptively transferred NK cells in vivo","https://www.scopus.com/inward/record.uri?eid=2-s2.0-77953229492&doi=10.1007%2fs00262-010-0848-7&partnerID=40&md5=56dd06c6fa1ba6edfe802a91ac8457b9","Natural killer (NK) cells represent a promising cell type to utilize for effective adoptive immunotherapy. However, little is known about the important cytolytic molecules and signaling pathways used by NK cells in the adoptive transfer setting. To address this issue, we developed a novel mouse model to investigate the trafficking and mechanism of action of these cells. We demonstrate that methylcholanthrene-induced RKIK sarcoma cells were susceptible to NK cell-mediated lysis in vitro and in vivo following adoptive transfer of NK cells in C57BL/6 RAG-2-/-γc-/- mice. Cytotoxic molecules perforin, granzymes B and M as well as the death ligand TRAIL and pro-inflammatory cytokine IFN-γ were found to be important in the anti-tumor effect mediated by adoptively transferred NK cells. Importantly, we demonstrate that adoptively transferred NK cells could traffic to the tumor site and persisted in vivo which correlated with the anti-tumor effect observed. Overall, the results of this study have important implications for enhancing NK cell-based immunotherapies. © 2010 Springer-Verlag.","Adoptive immunotherapy; Granzymes; MCA-induced sarcoma; Natural killer cells; Perforin; TRAIL","3 methylcholanthrene; gamma interferon; granzyme; granzyme B; granzyme M; perforin; tumor necrosis factor related apoptosis inducing ligand; unclassified drug; adoptive immunotherapy; adoptive transfer; animal cell; animal experiment; animal model; antineoplastic activity; article; controlled study; cytolysis; in vitro study; in vivo study; lymphocyte migration; mouse; natural killer cell; nonhuman; priority journal; protein analysis; sarcoma; sarcoma cell; T cell lymphoma; Animals; Cell Line, Tumor; Cytotoxicity, Immunologic; DNA-Binding Proteins; Immunotherapy, Adoptive; Interleukin-2; Killer Cells, Natural; Lymphocyte Activation; Methylcholanthrene; Mice; Mice, Inbred C57BL; Mice, Knockout; Mice, Mutant Strains; Sarcoma, Experimental"
"Anthony D.A., Andrews D.M., Chow M., Watt S.V., House C., Akira S., Bird P.I., Trapani J.A., Smyth M.J.","A role for granzyme M in TLR4-driven inflammation and endotoxicosis","https://www.scopus.com/inward/record.uri?eid=2-s2.0-77956417182&doi=10.4049%2fjimmunol.1000430&partnerID=40&md5=5aa16a6f175a80311640c197dac452ac","Lymphocyte perforin and serine protease granzymes are well-recognized extrinsic mediators of apoptosis.We now demonstrate that cytotoxic lymphocyte granule components profoundly augment the myeloid cell inflammatory cytokine cascade in response to TLR4 ligation. Whereas caspase-1-deficient mice were completely resistant to LPS, reduced serum cytokine production and resistance to lethal endotoxicosis were also obtained with perforin-deficient mice, indicating a role for granzymes. Consistently, a lack of granzyme M (GrzM) resulted in reduced serum IL-1α, IL-1β, TNF, and IFN-γ levels and significantly reduced susceptibility to lethal endotoxicosis. These altered responses were also observed in granzyme A-deficient but not granzyme B-deficient mice. A role for APC-NK cell cross-talk in the inflammatory cascade was highlighted, as GrzM was exclusively expressed by NK cells and resistance to LPS was also observed on a RAG-1/GrzM-double deficient background. Collectively, the data suggest that NK cell GrzM augments the inflammatory cascade downstream of LPS-TLR4 signaling, which ultimately results in lethal endotoxicosis. Most importantly, these data demonstrate that granzymes should no longer be considered solely as mediators of apoptosis, but additionally as potential key regulators of inflammation. Copyright © 2010 by The American Association of Immunologists, Inc.",,"gamma interferon; granzyme; granzyme A; granzyme B; granzyme M; interleukin 1alpha; interleukin 1beta; interleukin 1beta converting enzyme; lipopolysaccharide; perforin; RAG1 protein; toll like receptor 4; tumor necrosis factor; unclassified drug; autacoid; granzyme; Gzmm protein, mouse; ligand; lipopolysaccharide; Tlr4 protein, mouse; toll like receptor 4; animal cell; animal experiment; animal model; antigen presenting cell; article; bone marrow cell; cell granule; controlled study; cytokine production; inflammation; macrophage; mouse; natural killer cell; nonhuman; priority journal; protein blood level; protein expression; protein function; septic shock; signal transduction; animal; C57BL mouse; enzymology; genetics; immunology; innate immunity; metabolism; mortality; mouse mutant; pathology; physiology; Animals; Granzymes; Immunity, Innate; Inflammation Mediators; Killer Cells, Natural; Ligands; Lipopolysaccharides; Mice; Mice, Inbred C57BL; Mice, Knockout; Myeloid Cells; Shock, Septic; Signal Transduction; Toll-Like Receptor 4"
"Møller A.P.","Up, up, and away: Relative importance of horizontal and vertical escape from predators for survival and senescence","https://www.scopus.com/inward/record.uri?eid=2-s2.0-77954812345&doi=10.1111%2fj.1420-9101.2010.02034.x&partnerID=40&md5=a08b95f0085ccd8fe5eb2bcffbf11afd","Animals fleeing a potential predator can escape horizontally or vertically, although vertical flight is more expensive than horizontal flight. The ability to escape in three dimensions by flying animals has been hypothesized to result in greater survival and eventually slower senescence than in animals only fleeing in two dimensions. In a comparative study of flight initiation distance in 69 species of birds when approached by a human, I found that the amount of variance explained by flight initiation distance was more than four times as large for the horizontal than the vertical component of perch height when taking flight. The slope of the relationship between horizontal distance and flight initiation distance (horizontal slope) increased with increasing body mass across species, whereas the slope of the relationship between vertical distance and flight initiation distance (vertical slope) decreased with increasing body mass. Therefore, there was a negative relationship between horizontal and vertical slope, although this negative relationship was significantly less steep than expected for a perfect trade-off. The horizontal slope decreased with increasing density of the habitat from grassland over shrub to forest, whereas that was not the case for the vertical slope. Adult survival rate increased and rate of senescence (longevity adjusted for survival rate, body mass and sampling effort) decreased with increasing vertical, but not with horizontal slope, consistent with the prediction that vertical escape indeed provides a means of reducing the impact of predation. © 2010 The Author. Journal Compilation © 2010 European Society For Evolutionary Biology.","Birds; Escape; Habitat selection; Senescence; Survival","bird; body mass; comparative study; flight behavior; forest ecosystem; functional morphology; grassland; habitat selection; habitat type; hypothesis testing; longevity; predation; predator; senescence; shrub; species diversity; survival; trade-off; animal; article; bird; ecosystem; escape behavior; flying; human; longevity; physiology; survival; bird; escape behavior; flying; physiology; Animals; Birds; Ecosystem; Escape Reaction; Flight, Animal; Humans; Longevity; Survival Analysis; Animalia; Aves; Animals; Birds; Ecosystem; Escape Reaction; Flight, Animal; Humans; Longevity; Survival Analysis"
"Nikapitiya C., De Zoysa M., Whang I., Kim S.-J., Choi C.Y., Lee J.-S., Lee J.","Characterization and expression analysis of EF hand domain-containing calcium-regulatory gene from disk abalone: Calcium homeostasis and its role in immunity","https://www.scopus.com/inward/record.uri?eid=2-s2.0-77954954099&doi=10.1016%2fj.fsi.2010.04.004&partnerID=40&md5=a11952a238b9957aca685171de9f7665","The complete amino acid sequence of a calcium-regulatory gene (denoted as Ab-CaReg I) was identified from the disk abalone Haliotis discus discus cDNA library. The Ab-CaReg I is composed of 176 amino acids and the calculated molecular mass and isoelectric point were 20 and 4.2, respectively. The sequence homology of Ab-CaReg I was 28-30 and 18-27% of known calmodulin and troponin C, respectively. Four characteristic calcium-binding EF hand motifs with some modifications at conserved positions of known homologous calmodulin genes were observed in the sequence. The tissue-specific transcription analysis and variation of mRNA transcription level of Ab-CaReg I in gills and mantle after animals were immersed in seawater containing 2000 ppm CaCl2 was quantified by SYBR Green real-time PCR analysis. Transcription variation of Ab-CaReg I in hemocytes and gills followed by bacteria challenge (Vibrio alginolyticus, Vibrio parahaemolyticus and Listeria monocytogenes) was used to investigate Ab-CaReg I in immune responses. Transcripts of Ab-CaReg I mRNA were mainly detected in hemocytes, mantle, muscle, gills, digestive tract and hepatopancreas with highest expression in hemocytes. The CaCl2 immersion significantly altered the Ab-CaReg I mRNA transcription level by 3 h, compared to animals in normal seawater (control). The mRNA expression of Ab-CaReg I in gills and hemocytes was upregulated significantly to 11-fold and 4-fold in 3 h compared to control (uninfected), respectively, in bacteria-challenged abalones. The results suggest that Ab-CaReg I could be effectively induced to maintain internal Ca2+ homeostasis of the animal due to influx of Ca2+ in the cells by external stimuli such as a high dose of Ca2+ and pathogens like bacteria. © 2010 Elsevier Ltd.","Bacteria challenge; Calcium; Calcium immersion; Disk abalone; Haliotis discus discus","calcium; calcium; amino acid sequence; animal; article; bacterial phenomena and functions; gastropod; gene expression regulation; genetics; homeostasis; immunology; metabolism; microbiology; molecular genetics; nucleotide sequence; phylogeny; protein motif; sequence alignment; gastropod; genetics; metabolism; protein motif; Amino Acid Sequence; Animals; Bacterial Physiological Phenomena; Base Sequence; Calcium; EF Hand Motifs; Gastropoda; Gene Expression Regulation; Homeostasis; Molecular Sequence Data; Phylogeny; Sequence Alignment; Animalia; Bacteria (microorganisms); Haliotidae; Haliotis discus discus; Listeria monocytogenes; Vibrio alginolyticus; Vibrio parahaemolyticus; Amino Acid Sequence; Animals; Bacterial Physiological Phenomena; Base Sequence; Calcium; EF Hand Motifs; Gastropoda; Gene Expression Regulation; Homeostasis; Molecular Sequence Data; Phylogeny; Sequence Alignment"
"De Zoysa M., Nikapitiya C., Kim Y., Oh C., Kang D.-H., Whang I., Kim S.-J., Lee J.-S., Choi C.Y., Lee J.","Allograft inflammatory factor-1 in disk abalone (Haliotis discus discus): Molecular cloning, transcriptional regulation against immune challenge and tissue injury","https://www.scopus.com/inward/record.uri?eid=2-s2.0-77954957023&doi=10.1016%2fj.fsi.2010.04.006&partnerID=40&md5=93d42e92543260685f7b5edcd4312868","Here, we report the identification and characterization of allograft inflammatory factor-1 (AIF-1) from disk abalone Haliotis discus discus that was denoted as AbAIF-1. The full-length cDNA of AbAIF-1 consists of a coding region (453 bp) for 151 amino acids with a 17 kDa molecular mass. Analysis of AbAIF-1 sequence showed that it shares characteristic two EF hand Ca+2-binding motifs. Results from phylogenetic analysis further confirm that AbAIF-1 is a member of the AIF-1 family similar to invertebrate and vertebrate counterparts suggesting it has high evolutional conservation.Tissue-specific expression and transcriptional regulation of AbAIF-1 were analyzed after bacteria (Vibrio alginolyticus, Vibrio parahemolyticus and Lysteria monocytogenes), viral hemorrhagic septicemia virus (VHSV) immune challenge and during tissue injury by quantitative real-time PCR. It is shown that the expression of AbAIF-1 mRNA was expressed ubiquitously in all selected tissues in constitutive manner showing the highest level in hemocytes. Upon bacteria and VHSV challenge, AbAIF-1 showed the significant up-regulation in hemocytes than gills. After the tissue injury in shell and mantle, AbAIF-1 and antioxidant selenium-dependant glutathione peroxidase (SeGPx) transcripts were significantly upregulated in abalone hemocytes. Taken together, these findings suggest that AIF-1 could response against the pathogenic challenge or tissue injury in abalone like mollusks. Also, AbAIF-1 may involve in wound healing and shell repair after the tissue injury of abalone. © 2010 Elsevier Ltd.","Abalone Haliotis discus discus; Allograft inflammatory factor-1; Hemocytes; Invertebrate; Tissue injury","DNA binding protein; DNA binding protein; amino acid sequence; animal; article; bacterium; gastropod; gene expression regulation; genetics; immunology; microbiology; molecular cloning; molecular genetics; nucleotide sequence; phylogeny; sequence alignment; sequence homology; Viral hemorrhagic septicemia virus; virology; Bacteria; gastropod; genetics; immunology; Novirhabdovirus; Amino Acid Sequence; Animals; Bacteria; Base Sequence; Cloning, Molecular; DNA-Binding Proteins; Gastropoda; Gene Expression Regulation; Molecular Sequence Data; Novirhabdovirus; Phylogeny; Sequence Alignment; Sequence Homology, Amino Acid; Sequence Homology, Nucleic Acid; Bacteria (microorganisms); Haliotidae; Haliotis discus discus; Invertebrata; Listeria monocytogenes; Mollusca; Vertebrata; Vibrio alginolyticus; Vibrio parahaemolyticus; Viral hemorrhagic septicemia virus; Amino Acid Sequence; Animals; Bacteria; Base Sequence; Cloning, Molecular; DNA-Binding Proteins; Gastropoda; Gene Expression Regulation; Molecular Sequence Data; Novirhabdovirus; Phylogeny; Sequence Alignment; Sequence Homology, Amino Acid; Sequence Homology, Nucleic Acid"
"Murchie K.J., Schwager E., Cooke S.J., Danylchuk A.J., Danylchuk S.E., Goldberg T.L., Suski C.D., Philipp D.P.","Spatial ecology of juvenile lemon sharks (Negaprion brevirostris) in tidal creeks and coastal waters of Eleuthera, The Bahamas","https://www.scopus.com/inward/record.uri?eid=2-s2.0-77955430772&doi=10.1007%2fs10641-010-9693-y&partnerID=40&md5=74ddb87e38ac46f8f99368dfacf05265","Fisheries exploitation and habitat alteration are threatening lemon shark (Negaprion bevirostris) populations because they use nearshore regions as nursery sites. As such, there is a need for information on the spatial ecology of juvenile lemon sharks to identify critical habitats that require protection, as well as to understand their basic ecology. The purpose of this study was to determine the habitat preferences and movement patterns of juvenile lemon sharks along a sub-section of coastline characterized by coastal flats and tidal creeks of Eleuthera, The Bahamas. Eleven juvenile lemon sharks (766 ± 127 mm total length; mean±SD) were captured from various tidal creeks within the 23 km study area and were surgically implanted with acoustic transmitters. A series of 27 hydrophone receivers acted as a passive monitoring array to detect tagged individuals as they moved among habitats. Findings suggest that juvenile lemon sharks tagged in this study prefer shallow water habitats within tidal creeks, and typically display high site fidelity with occasional forays to alternate habitats or creeks. In fact, more than 90% of tagged lemon sharks had the greatest percentage of detections located at a receiver at or close to the location where they were tagged. There was no evidence of differences in diel or seasonal movement and habitat use. Knowledge gained from this study will be useful for directing future conservation and management strategies including coastal development plans and marine protected areas. © 2010 Springer Science+Business Media B.V.","Acoustic telemetry; Lemon shark; Nursery area; Site fidelity","capture method; coast; coastal water; endangered species; exploitation; habitat selection; habitat type; habitat use; hydrophone; juvenile; nearshore environment; population structure; shark; site fidelity; spatial variation; telemetry; Bahamas; Eleuthera; Chondrichthyes; Citrus limon; Negaprion; Negaprion brevirostris"
